"","Year","Site_ID","Plant_sp","plant_id","richness08","richness","Coleop_freq","Coleop_visit","Dip_freq","Dip_visit","Hym_freq","Hym_visit","flower_abundance","Frequency","visitatio_rate","Fruit_proportion","Fruit_Yes","Fruit_No","Fruit_Total","Seeds","Seed_weight"
"363",2018,"La Rocina","Halimium halimifolium","C",1,1,0,0,0,0,5,0.277777777777778,18,5,0.277777777777778,0,0,5,5,0,0
"364",2018,"La Rocina","Halimium halimifolium","D",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
"365",2017,"La Rocina","Lavandula pedunculata","A",0,0,0,0,0,0,0,0,0,0,0,0.694915254237288,82,36,118,1,0.000696
"366",2017,"La Rocina","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.552083333333333,53,43,96,1,0.000438
"367",2018,"La Rocina","Lavandula pedunculata","A",1,1,0,0,0,0,16,0.00987654320987654,1620,16,0.00987654320987654,0.836206896551724,97,19,116,2.66666666666667,0.00164
"368",2018,"La Rocina","Lavandula pedunculata","B",1,2,0,0,5,0.00354609929078014,8,0.00567375886524823,1410,13,0.00921985815602837,0.828282828282828,82,17,99,2,0.00150666666666667
"369",2018,"La Rocina","Lavandula pedunculata","C",5,5,0,0,6,0.00116279069767442,33,0.0063953488372093,5160,39,0.00755813953488372,0.792,99,26,125,3,0.00117666666666667
"370",2018,"La Rocina","Lavandula pedunculata","D",3,3,0,0,0,0,47,0.00391666666666667,12000,47,0.00391666666666667,0.639705882352941,87,49,136,2,0.00134666666666667
"371",2015,"La Rocina","Rosmarinus officinalis","A",1,1,0,0,0,0,1,0.0099009900990099,101,1,0.0099009900990099,0.282608695652174,39,7,46,1,0.00064
"372",2015,"La Rocina","Rosmarinus officinalis","B",1,2,0,0,0,0,3,0.003,1000,3,0.003,0,0,0,0,0,0
"373",2016,"La Rocina","Rosmarinus officinalis","A",1,1,0,0,0,0,2,0.0025,800,2,0.0025,0,0,0,0,0,0
"374",2016,"La Rocina","Rosmarinus officinalis","B",1,1,0,0,0,0,1,0.0294117647058824,34,1,0.0294117647058824,0,0,0,0,0,0
"375",2017,"La Rocina","Rosmarinus officinalis","A",3,3,6,0.00422535211267606,0,0,119,0.0838028169014085,1420,125,0.0880281690140845,0,0,0,0,0,0
"376",2017,"La Rocina","Rosmarinus officinalis","B",5,5,0,0,1,0.000869565217391304,77,0.0669565217391304,1150,78,0.0678260869565217,0,0,0,0,0,0
"377",2017,"La Rocina","Rosmarinus officinalis","C",2,2,0,0,0,0,91,0.263768115942029,345,91,0.263768115942029,0,0,0,0,0,0
"378",2018,"La Rocina","Rosmarinus officinalis","A",3,4,0,0,0,0,196,0.106521739130435,1840,196,0.106521739130435,0,0,0,0,0,0
"379",2018,"La Rocina","Rosmarinus officinalis","B",5,5,0,0,0,0,211,0.108205128205128,1950,211,0.108205128205128,0,0,0,0,0,0
"380",2018,"La Rocina","Rosmarinus officinalis","C",2,2,0,0,0,0,177,0.136153846153846,1300,177,0.136153846153846,0,0,0,0,0,0
"381",2018,"La Rocina","Rosmarinus officinalis","D",3,3,0,0,0,0,131,0.152325581395349,860,131,0.152325581395349,0,0,0,0,0,0
"382",2018,"La Rocina","Rosmarinus officinalis","E",3,3,0,0,0,0,42,0.0428571428571429,980,42,0.0428571428571429,0,0,0,0,0,0
"383",2015,"Las mulas","Cistus crispus","A",1,1,1,0.05,0,0,0,0,20,1,0.05,0,0,0,0,0,0
"384",2016,"Las mulas","Cistus crispus","A",3,3,1,0.0333333333333333,0,0,9,0.3,30,10,0.333333333333333,0.888888888888889,8,1,9,39,0.0219333333333333
"385",2016,"Las mulas","Cistus crispus","B",2,2,2,0.0833333333333333,0,0,5,0.208333333333333,24,7,0.291666666666667,0.666666666666667,4,2,6,32,0.0171566666666667
"386",2017,"Las mulas","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
"387",2017,"Las mulas","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.888888888888889,8,1,9,51.3333333333333,0.02784
"388",2015,"Las mulas","Cistus ladanifer","A",2,2,1,0.0833333333333333,0,0,1,0.0833333333333333,12,2,0.166666666666667,1,5,0,5,403.5,0.1097425
"389",2015,"Las mulas","Cistus ladanifer","B",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,520,0.12319
"390",2016,"Las mulas","Cistus ladanifer","A",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,573.666666666667,0.155873333333333
"391",2016,"Las mulas","Cistus ladanifer","B",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,797.666666666667,0.203883333333333
"392",2017,"Las mulas","Cistus ladanifer","A",1,1,0,0,0,0,17,1.7,10,17,1.7,0,0,0,0,0,0
"393",2017,"Las mulas","Cistus ladanifer","B",3,3,1,0.025,1,0.025,13,0.325,40,15,0.375,0,0,0,0,0,0
"394",2015,"Las mulas","Cistus salviifolius","A",0,1,0,0,0,0,2,0.222222222222222,9,2,0.222222222222222,1,7,0,7,38.6666666666667,0.0444766666666667
"395",2015,"Las mulas","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,6,2,8,57.6666666666667,0.0568133333333333
"396",2015,"Las mulas","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,1,2,0,0
"397",2016,"Las mulas","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23,0.0227366666666667
"398",2016,"Las mulas","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,43.3333333333333,0.0520566666666667
"399",2017,"Las mulas","Cistus salviifolius","A",4,5,0,0,2,0.0266666666666667,16,0.213333333333333,75,18,0.24,1,4,0,4,55.75,0.0647875
"400",2017,"Las mulas","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,56,0.065155
"401",2015,"Las mulas","Halimium commutatum","A",0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,2,3,5,1,0.00248333333333333
"402",2015,"Las mulas","Halimium commutatum","B",0,0,0,0,0,0,0,0,0,0,0,0.2,3,2,5,1,0.00328333333333333
"403",2017,"Las mulas","Halimium commutatum","A",0,0,0,0,0,0,0,0,0,0,0,0.818181818181818,9,2,11,1.71428571428571,0.00474
"404",2017,"Las mulas","Halimium commutatum","B",0,0,0,0,0,0,0,0,0,0,0,0.9,9,1,10,1,0.00338090909090909
"405",2016,"Las mulas","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,23,0.014035
"406",2016,"Las mulas","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,30,0.0141466666666667
"407",2015,"Las mulas","Lavandula stoechas","A",2,2,0,0,0,0,7,0.0179028132992327,391,7,0.0179028132992327,0.800906483148005,352,88,440,1,0.0004175
"408",2015,"Las mulas","Lavandula stoechas","B",1,2,0,0,0,0,9,0.025,360,9,0.025,0.771142011444136,292,86,378,1.06666666666667,0.000432666666666667
"409",2015,"Las mulas","Lavandula stoechas","C",2,2,0,0,1,0.0036231884057971,3,0.0108695652173913,276,4,0.0144927536231884,0.632127310741092,153,94,247,1,0.0004325
"410",2016,"Las mulas","Lavandula stoechas","A",1,1,0,0,0,0,16,0.0761904761904762,210,16,0.0761904761904762,0.931818181818182,123,9,132,1,0.000684
"411",2016,"Las mulas","Lavandula stoechas","B",1,1,0,0,0,0,16,0.020997375328084,762,16,0.020997375328084,0.944444444444444,102,6,108,0.857142857142857,0.000767142857142857
"412",2017,"Las mulas","Lavandula stoechas","A",2,2,0,0,1,0.00185185185185185,13,0.0240740740740741,540,14,0.0259259259259259,0.517482517482518,74,69,143,1,0.000965
"413",2017,"Las mulas","Lavandula stoechas","B",1,1,0,0,0,0,16,0.064,250,16,0.064,0.795081967213115,97,25,122,1,8e-04
"414",2015,"Las mulas","Rosmarinus officinalis","A",2,2,1,0.00227272727272727,0,0,8,0.0181818181818182,440,9,0.0204545454545455,0,0,0,0,0,0
"415",2015,"Las mulas","Rosmarinus officinalis","B",1,1,0,0,0,0,2,0.008,250,2,0.008,0,0,0,0,0,0
"416",2017,"Las mulas","Rosmarinus officinalis","A",1,1,0,0,0,0,77,0.132758620689655,580,77,0.132758620689655,0,0,0,0,0,0
"417",2017,"Las mulas","Rosmarinus officinalis","B",1,1,0,0,0,0,71,0.129090909090909,550,71,0.129090909090909,0,0,0,0,0,0
"418",2018,"Las mulas","Rosmarinus officinalis","A",2,2,0,0,0,0,81,0.135,600,81,0.135,0,0,0,0,0,0
"419",2018,"Las mulas","Rosmarinus officinalis","B",1,1,0,0,0,0,25,0.0446428571428571,560,25,0.0446428571428571,0,0,0,0,0,0
"420",2018,"Las mulas","Rosmarinus officinalis","C",3,3,0,0,0,0,120,0.171428571428571,700,120,0.171428571428571,0,0,0,0,0,0
"421",2018,"Las mulas","Rosmarinus officinalis","D",1,1,0,0,0,0,45,0.128571428571429,350,45,0.128571428571429,0,0,0,0,0,0
"422",2018,"Las mulas","Rosmarinus officinalis","E",1,1,0,0,0,0,28,0.0622222222222222,450,28,0.0622222222222222,0,0,0,0,0,0
"423",2015,"Niebla","Asphodelus fistulosus","A",0,0,0,0,0,0,0,0,0,0,0,0.697619047619048,50,20,70,1.25,0.0155275
"424",2015,"Niebla","Asphodelus fistulosus","B",2,2,0,0,0,0,2,0.142857142857143,14,2,0.142857142857143,0.947649572649573,67,4,71,2.3,0.025337
"425",2015,"Niebla","Asphodelus fistulosus","C",0,0,0,0,0,0,0,0,0,0,0,0.729859335038363,33,15,48,0,0
"426",2016,"Niebla","Asphodelus fistulosus","A",1,1,0,0,0,0,2,0.0512820512820513,39,2,0.0512820512820513,0.625,5,3,8,4.66666666666667,0.0259433333333333
"427",2016,"Niebla","Asphodelus fistulosus","B",0,1,0,0,0,0,0,0,4,0,0,1,5,0,5,1.57142857142857,0.0137914285714286
"428",2017,"Niebla","Asphodelus fistulosus","C",1,1,0,0,1,0.05,0,0,20,1,0.05,0,0,0,0,0,0
"429",2018,"Niebla","Asphodelus fistulosus","A",3,3,0,0,0,0,32,0.246153846153846,130,32,0.246153846153846,0,0,0,0,0,0
"430",2018,"Niebla","Asphodelus fistulosus","B",3,3,1,0.0166666666666667,0,0,4,0.0666666666666667,60,5,0.0833333333333333,0,0,0,0,0,0
"431",2018,"Niebla","Asphodelus fistulosus","C",4,5,0,0,0,0,18,0.24,75,18,0.24,0,0,0,0,0,0
"432",2018,"Niebla","Asphodelus fistulosus","D",3,3,0,0,0,0,22,0.261904761904762,84,22,0.261904761904762,0,0,0,0,0,0
"433",2018,"Niebla","Asphodelus fistulosus","E",1,2,0,0,0,0,13,0.254901960784314,51,13,0.254901960784314,0,0,0,0,0,0
"434",2015,"Niebla","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0.592592592592593,11,9,20,32.25,0.01512
"435",2015,"Niebla","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.65,6,3,9,37.25,0.0155225
"436",2016,"Niebla","Cistus crispus","A",1,1,0,0,0,0,4,0.4,10,4,0.4,0.8,4,1,5,39.3333333333333,0.0205166666666667
"437",2016,"Niebla","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,33.6666666666667,0.0163433333333333
"438",2017,"Niebla","Cistus crispus","A",1,1,0,0,0,0,3,0.157894736842105,19,3,0.157894736842105,0,0,0,0,0,0
"439",2017,"Niebla","Cistus crispus","B",1,1,0,0,0,0,1,0.1,10,1,0.1,0.5,7,7,14,12,0.00592
"440",2018,"Niebla","Cistus crispus","A",3,3,0,0,0,0,17,0.136,125,17,0.136,1,2,0,2,36,0.01774
"441",2018,"Niebla","Cistus crispus","B",2,2,0,0,0,0,15,0.205479452054795,73,15,0.205479452054795,0.666666666666667,4,2,6,34.6666666666667,0.01649
"442",2018,"Niebla","Cistus crispus","C",2,2,2,0.0416666666666667,0,0,3,0.0625,48,5,0.104166666666667,0.8,4,1,5,38.6666666666667,0.02363
"443",2018,"Niebla","Cistus crispus","D",2,2,0,0,0,0,5,0.0961538461538462,52,5,0.0961538461538462,0.6,3,2,5,39,0.02723
"444",2015,"Niebla","Cistus ladanifer","A",3,3,16,0.307692307692308,0,0,1,0.0192307692307692,52,17,0.326923076923077,0,0,3,3,0,0
"445",2015,"Niebla","Cistus ladanifer","B",4,5,0,0,0,0,5,0.0909090909090909,55,5,0.0909090909090909,0.866666666666667,15,2,17,179,0.05577
"446",2015,"Niebla","Cistus ladanifer","C",0,1,0,0,0,0,1,0.142857142857143,7,1,0.142857142857143,1,3,0,3,733,0.22324
"447",2016,"Niebla","Cistus ladanifer","A",0,1,0,0,0,0,2,0.2,10,2,0.2,1,1,0,1,195,0.04808
"448",2016,"Niebla","Cistus ladanifer","B",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,693,0.138976666666667
"449",2017,"Niebla","Cistus ladanifer","A",2,2,1,0.032258064516129,0,0,1,0.032258064516129,31,2,0.0645161290322581,0,0,0,0,0,0
"450",2017,"Niebla","Cistus ladanifer","B",1,1,1,0.142857142857143,0,0,0,0,7,1,0.142857142857143,0,0,0,0,0,0
"451",2018,"Niebla","Cistus ladanifer","A",0,1,0,0,0,0,4,0.333333333333333,12,4,0.333333333333333,1,1,0,1,408,0.111595
"452",2018,"Niebla","Cistus ladanifer","B",2,2,0,0,0,0,8,0.666666666666667,12,8,0.666666666666667,1,1,0,1,334,0.09403
"453",2018,"Niebla","Cistus ladanifer","C",2,2,0,0,0,0,19,0.351851851851852,54,19,0.351851851851852,1,2,0,2,606.5,0.154005
"454",2018,"Niebla","Cistus ladanifer","D",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,682,0.13929
"455",2018,"Niebla","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,1,3,37,0.0352133333333333
"456",2018,"Niebla","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.01301
"457",2018,"Niebla","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,43.3333333333333,0.0506666666666667
"458",2018,"Niebla","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23,0.01865
"459",2015,"Niebla","Lavandula pedunculata","A",0,0,0,0,0,0,0,0,0,0,0,0.68153271848924,232,106,338,0,0
"460",2015,"Niebla","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.835605743230377,247,31,278,1,0.000694166666666667
"461",2015,"Niebla","Lavandula pedunculata","C",0,0,0,0,0,0,0,0,0,0,0,0.801656218042773,312,79,391,1,0.000787777777777778
"462",2016,"Niebla","Lavandula pedunculata","A",1,1,0,0,0,0,4,0.0412371134020619,97,4,0.0412371134020619,0.854700854700855,100,17,117,1,0.0006825
"463",2016,"Niebla","Lavandula pedunculata","B",1,1,0,0,0,0,2,0.0363636363636364,55,2,0.0363636363636364,0.831932773109244,99,20,119,1,0.000562
"464",2017,"Niebla","Lavandula pedunculata","A",0,0,0,0,0,0,0,0,0,0,0,0.691729323308271,92,41,133,1,0.000778888888888889
"465",2017,"Niebla","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.536585365853659,44,38,82,1,0.00065625
"466",2018,"Niebla","Lavandula pedunculata","A",2,2,0,0,0,0,5,0.0294117647058824,170,5,0.0294117647058824,0.79,79,21,100,1.33333333333333,9e-04
"467",2018,"Niebla","Lavandula pedunculata","B",4,4,0,0,0,0,13,0.0302325581395349,430,13,0.0302325581395349,0.639344262295082,78,44,122,2.33333333333333,0.00140666666666667
"468",2018,"Niebla","Lavandula pedunculata","C",3,3,0,0,5,0.0290697674418605,3,0.0174418604651163,172,8,0.0465116279069767,0.920792079207921,93,8,101,2,0.00091
"469",2018,"Niebla","Lavandula pedunculata","D",1,1,0,0,0,0,7,0.07,100,7,0.07,0.9,153,17,170,1,0.000863333333333333
"470",2018,"Niebla","Lavandula pedunculata","E",1,1,3,0.01875,0,0,0,0,160,3,0.01875,0,0,0,0,0,0
"471",2015,"Niebla","Lavandula stoechas","A",2,2,0,0,0,0,7,0.0132325141776938,529,7,0.0132325141776938,0,0,0,0,0,0
"472",2015,"Niebla","Lavandula stoechas","B",1,2,0,0,0,0,2,0.0208333333333333,96,2,0.0208333333333333,0,0,0,0,0,0
"473",2017,"Niebla","Lavandula stoechas","A",1,1,0,0,0,0,1,0.01,100,1,0.01,0,0,0,0,0,0
"474",2017,"Niebla","Lavandula stoechas","B",2,2,0,0,0,0,5,0.0166666666666667,300,5,0.0166666666666667,0,0,0,0,0,0
"475",2018,"Niebla","Lavandula stoechas","A",1,1,0,0,0,0,1,0.00181818181818182,550,1,0.00181818181818182,0.971428571428571,102,3,105,1,0.00059
"476",2018,"Niebla","Lavandula stoechas","B",1,1,0,0,0,0,3,0.0107142857142857,280,3,0.0107142857142857,0.977011494252874,85,2,87,1,0.000543333333333333
"477",2018,"Niebla","Lavandula stoechas","C",1,1,0,0,0,0,5,0.02,250,5,0.02,0,0,0,0,0,0
"478",2016,"Pinares de Hinojos","Cistus crispus","A",2,2,1,0.05,0,0,2,0.1,20,3,0.15,0,0,0,0,0,0
"479",2016,"Pinares de Hinojos","Cistus crispus","B",1,1,0,0,0,0,4,0.266666666666667,15,4,0.266666666666667,0,0,0,0,0,0
"480",2015,"Pinares de Hinojos","Cistus salviifolius","A",2,2,1,0.0454545454545455,0,0,1,0.0454545454545455,22,2,0.0909090909090909,0.857142857142857,12,3,15,37.5,0.053585
"481",2015,"Pinares de Hinojos","Cistus salviifolius","B",3,3,10,0.15625,0,0,1,0.015625,64,11,0.171875,1,13,0,13,39.5,0.04573
"482",2015,"Pinares de Hinojos","Cistus salviifolius","C",1,1,0,0,0,0,4,0.444444444444444,9,4,0.444444444444444,0,0,0,0,0,0
"483",2016,"Pinares de Hinojos","Cistus salviifolius","A",1,1,3,0.1875,0,0,0,0,16,3,0.1875,1,2,0,2,38.5,0.047415
"484",2016,"Pinares de Hinojos","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,24,0.026485
"485",2017,"Pinares de Hinojos","Cistus salviifolius","A",1,1,3,0.25,0,0,0,0,12,3,0.25,0,0,0,0,0,0
"486",2017,"Pinares de Hinojos","Cistus salviifolius","B",1,1,2,0.181818181818182,0,0,0,0,11,2,0.181818181818182,0,0,0,0,0,0
"487",2018,"Pinares de Hinojos","Cistus salviifolius","A",1,1,0,0,0,0,4,0.333333333333333,12,4,0.333333333333333,1,2,0,2,23.5,0.034745
"488",2018,"Pinares de Hinojos","Cistus salviifolius","B",1,1,3,0.3,0,0,0,0,10,3,0.3,1,2,0,2,23,0.03458
"489",2018,"Pinares de Hinojos","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,34.5,0.049955
"490",2018,"Pinares de Hinojos","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,0.625,5,3,8,38.3333333333333,0.03935
"491",2016,"Pinares de Hinojos","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,27,0.0116233333333333
"492",2017,"Pinares de Hinojos","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,0.8,4,1,5,41.6666666666667,0.0151733333333333
"493",2017,"Pinares de Hinojos","Halimium halimifolium","B",1,1,0,0,0,0,1,0.5,2,1,0.5,1,9,0,9,33,0.01264
"494",2018,"Pinares de Hinojos","Halimium halimifolium","A",1,1,5,0.128205128205128,0,0,0,0,39,5,0.128205128205128,0.571428571428571,4,3,7,41.3333333333333,0.01804
"495",2018,"Pinares de Hinojos","Halimium halimifolium","B",4,4,1,0.00943396226415094,0,0,6,0.0566037735849057,106,7,0.0660377358490566,0.4,2,3,5,35,0.01393
"496",2018,"Pinares de Hinojos","Halimium halimifolium","C",5,5,3,0.0265486725663717,4,0.0353982300884956,2,0.0176991150442478,113,9,0.079646017699115,0.714285714285714,5,2,7,19.3333333333333,0.00918
"497",2018,"Pinares de Hinojos","Halimium halimifolium","D",1,1,1,0.0303030303030303,0,0,0,0,33,1,0.0303030303030303,0.5,2,2,4,18.5,0.00847
"498",2018,"Pinares de Hinojos","Rosmarinus officinalis","E",1,1,0,0,0,0,16,0.08,200,16,0.08,0,0,0,0,0,0
"499",2015,"Pino del Cuervo","Asphodelus fistulosus","A",2,3,0,0,0,0,4,0.0833333333333333,48,4,0.0833333333333333,0.292929292929293,18,47,65,6,0.014036
"500",2015,"Pino del Cuervo","Asphodelus fistulosus","B",3,4,0,0,0,0,6,0.0740740740740741,81,6,0.0740740740740741,0.0883838383838384,3,36,39,0,0
"501",2015,"Pino del Cuervo","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0.523809523809524,14,14,28,12.1666666666667,0.00618666666666667
"502",2015,"Pino del Cuervo","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.8,12,3,15,39.4,0.015832
"503",2016,"Pino del Cuervo","Cistus crispus","A",0,2,0,0,2,0.153846153846154,4,0.307692307692308,13,6,0.461538461538462,1,6,0,6,21.6666666666667,0.0121833333333333
"504",2016,"Pino del Cuervo","Cistus crispus","B",0,1,0,0,2,0.4,0,0,5,2,0.4,0.6,6,4,10,36.3333333333333,0.0168666666666667
"505",2017,"Pino del Cuervo","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0.75,6,2,8,49.3333333333333,0.0264266666666667
"506",2017,"Pino del Cuervo","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.5,5,5,10,26,0.0131366666666667
"507",2018,"Pino del Cuervo","Cistus crispus","A",3,3,0,0,0,0,19,0.213483146067416,89,19,0.213483146067416,1,8,0,8,44,0.0241666666666667
"508",2018,"Pino del Cuervo","Cistus crispus","B",2,2,0,0,1,0.0454545454545455,4,0.181818181818182,22,5,0.227272727272727,0.714285714285714,5,2,7,29.6666666666667,0.0144866666666667
"509",2018,"Pino del Cuervo","Cistus crispus","C",1,1,0,0,0,0,2,0.5,4,2,0.5,0.75,3,1,4,43.6666666666667,0.0229733333333333
"510",2018,"Pino del Cuervo","Cistus crispus","D",1,1,0,0,2,0.166666666666667,0,0,12,2,0.166666666666667,1,2,0,2,40.3333333333333,0.0177333333333333
"511",2015,"Pino del Cuervo","Cistus ladanifer","A",0,0,0,0,0,0,0,0,0,0,0,0.944444444444444,9,1,10,348.2,0.114244
"512",2015,"Pino del Cuervo","Cistus ladanifer","B",2,2,0,0,0,0,2,0.25,8,2,0.25,1,10,0,10,360.666666666667,0.131103333333333
"513",2015,"Pino del Cuervo","Cistus ladanifer","C",0,0,0,0,0,0,0,0,0,0,0,0.944444444444444,8,1,9,308,0.113835
"514",2016,"Pino del Cuervo","Cistus ladanifer","A",1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,929,0.27028
"515",2016,"Pino del Cuervo","Cistus ladanifer","B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0.13131
"516",2017,"Pino del Cuervo","Cistus ladanifer","A",2,2,0,0,1,0.2,1,0.2,5,2,0.4,1,1,0,1,481.5,0.141975
"517",2017,"Pino del Cuervo","Cistus ladanifer","B",2,2,1,0.5,0,0,1,0.5,2,2,1,1,3,0,3,601.5,0.22492
"518",2016,"Pino del Cuervo","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.01065
"519",2016,"Pino del Cuervo","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.01786
"520",2017,"Pino del Cuervo","Cistus salviifolius","A",1,1,0,0,0,0,1,0.2,5,1,0.2,0.666666666666667,2,1,3,52,0.050335
"521",2017,"Pino del Cuervo","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,68.3333333333333,0.0617666666666667
"522",2017,"Pino del Cuervo","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,62.6666666666667,0.0667
"523",2018,"Pino del Cuervo","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,52.5,0.058715
"524",2018,"Pino del Cuervo","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,27,0.02877
"525",2018,"Pino del Cuervo","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,32.3333333333333,0.0307933333333333
"526",2018,"Pino del Cuervo","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.01087
"527",2015,"Pino del Cuervo","Halimium commutatum","A",0,0,0,0,0,0,0,0,0,0,0,0.722222222222222,5,2,7,1,0.0036425
"528",2015,"Pino del Cuervo","Halimium commutatum","B",0,0,0,0,0,0,0,0,0,0,0,0.4,6,8,14,1.17647058823529,0.00374588235294118
"529",2017,"Pino del Cuervo","Halimium commutatum","B",2,2,1,0.02,0,0,1,0.02,50,2,0.04,0,0,0,0,0,0
"530",2017,"Pino del Cuervo","Halimium commutatum","C",1,1,0,0,0,0,1,0.0666666666666667,15,1,0.0666666666666667,0,0,0,0,0,0
"531",2017,"Pino del Cuervo","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,11.6666666666667,0.00602
"532",2017,"Pino del Cuervo","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,10,0.00513666666666667
"533",2018,"Pino del Cuervo","Halimium halimifolium","A",2,2,1,0.0357142857142857,0,0,5,0.178571428571429,28,6,0.214285714285714,1,2,0,2,24.5,0.01579
"534",2018,"Pino del Cuervo","Halimium halimifolium","B",1,1,0,0,3,0.1875,0,0,16,3,0.1875,0.666666666666667,2,1,3,14,0.00244
"535",2018,"Pino del Cuervo","Halimium halimifolium","C",2,2,1,0.00515463917525773,0,0,8,0.0412371134020619,194,9,0.0463917525773196,1,4,0,4,26,0.0146333333333333
"536",2018,"Pino del Cuervo","Halimium halimifolium","D",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,27.3333333333333,0.01465
"537",2015,"Pino del Cuervo","Lavandula stoechas","A",2,2,2,0.0141843971631206,0,0,4,0.0283687943262411,141,6,0.0425531914893617,0,0,0,0,0,0
"538",2015,"Pino del Cuervo","Lavandula stoechas","B",2,2,0,0,0,0,2,0.0240963855421687,83,2,0.0240963855421687,0,0,0,0,0,0
"539",2016,"Pino del Cuervo","Lavandula stoechas","A",1,1,0,0,0,0,3,0.0121457489878543,247,3,0.0121457489878543,0.954198473282443,125,6,131,1,0.000335714285714286
"540",2016,"Pino del Cuervo","Lavandula stoechas","B",0,0,0,0,0,0,0,0,0,0,0,0.896907216494845,87,10,97,1,0.000717142857142857
"541",2018,"Pino del Cuervo","Lavandula stoechas","A",0,0,0,0,0,0,0,0,0,0,0,0.775510204081633,76,22,98,1.33333333333333,0.000636666666666667
"542",2018,"Pino del Cuervo","Lavandula stoechas","B",0,0,0,0,0,0,0,0,0,0,0,0.706896551724138,41,17,58,2.33333333333333,0.00117
"543",2018,"Pino del Cuervo","Lavandula stoechas","C",0,0,0,0,0,0,0,0,0,0,0,0.543478260869565,25,21,46,2,0.000966666666666667
"544",2018,"Pino del Cuervo","Lavandula stoechas","D",0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0
"545",2015,"Pino del Cuervo","Rosmarinus officinalis","A",0,0,0,0,0,0,0,0,0,0,0,0.846867007672634,115,23,138,1,0.000797777777777778
"546",2015,"Pino del Cuervo","Rosmarinus officinalis","B",0,0,0,0,0,0,0,0,0,0,0,0.306140350877193,21,56,77,1,0.001315
"547",2017,"Pino del Cuervo","Rosmarinus officinalis","A",2,3,0,0,0,0,9,0.0115384615384615,780,9,0.0115384615384615,0,0,0,0,0,0
