"","Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","time_obs","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp","plant_id"
"104","Anthophora aestivalis","Aznalcazar","Curro",13,2,2019,3,"10:30:00",1,"sol",12,69,"moderado",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Anthophora","aestivalis",NA,"male",NA,NA,5,100,"Salvia rosmarinus","C"
"105","Anthophora aestivalis","Aznalcazar","Curro",13,2,2019,3,"10:30:00",1,"sol",12,69,"moderado",NA,"Asphodelus","fistulosus","B","Hymenoptera","focal",NA,NA,"Anthophora","aestivalis",NA,"male",NA,NA,3,7,"Asphodelus fistulosus","B"
"106","Anthophora aestivalis","Aznalcazar","Curro",22,2,2019,3,"11:00:00",2,"sol",18,50,"suave",NA,"Teucrium","fruticans","B","Hymenoptera","focal",NA,NA,"Anthophora","aestivalis",NA,"male",NA,NA,2,36,"Teucrium fruticans","B"
"107","Anthophora aestivalis","Aznalcazar","Curro",22,2,2019,3,"11:00:00",2,"sol",18,50,"suave",NA,"Teucrium","fruticans","C","Hymenoptera","focal",NA,NA,"Anthophora","aestivalis",NA,"male",NA,NA,1,30,"Teucrium fruticans","C"
"108","Anthophora aestivalis","Aznalcazar","Curro",22,2,2019,3,"11:00:00",2,"sol",18,50,"suave",NA,"Erophaca","baetica","A","Hymenoptera","focal",NA,NA,"Anthophora","aestivalis",NA,"male",NA,NA,2,25,"Erophaca baetica","A"
"109","Anthophora aestivalis","Villamanrique_este","Curro",25,3,2019,3,"11:30:00",4,"sol",22,40,"moderado",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Anthophora","aestivalis",NA,"male",NA,NA,3,350,"Salvia rosmarinus","C"
"110","Anthophora aestivalis","Convento_de_la_luz","Patrick & Crona",23,2,2018,3,"14:15:00",2,"sol",18,30,"fuerte",NA,"Salvia","rosmarinus","ROE","Hymenoptera","focal",NA,NA,"Anthophora","aestivalis",NA,"male",NA,NA,6,300,"Salvia rosmarinus","E"
"111","Anthophora bimaculata","Esparragal","Curro",29,5,2018,3,"11:30:00",9,"sol_y_nubes",20,47,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Anthophora","bimaculata",NA,"female",NA,NA,9,21,"Cistus crispus","B"
"112","Anthophora dispar","Urbanizaciones","Oscar",10,3,2015,5,"16:20:00",1,"sol",25,31,"suave",NA,"Ulex","australis","A","Hymenoptera","focal",NA,"BF598","Anthophora","dispar",NA,"female",NA,NA,3,11,"Ulex australis","A"
"113","Anthophora dispar","El_pozo","Oscar",16,3,2015,5,"16:50:00",2,"sol",18,36,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"BF599","Anthophora","dispar",NA,"male",NA,NA,2,93,"Salvia rosmarinus","B"
"114","Anthophora dispar","Urbanizaciones","Oscar",13,4,2015,5,"10:05:00",4,"sol",16,63,"sin_viento",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"BF595","Anthophora","dispar",NA,"female",NA,NA,4,72,"Lavandula stoechas","A"
"115","Anthophora dispar","Aznalcazar","Curro",25,3,2019,3,"10:00:00",4,"sol",20,50,"moderado",NA,"Teucrium","fruticans","C","Hymenoptera","focal",NA,NA,"Anthophora","dispar",NA,"male",NA,NA,1,32,"Teucrium fruticans","C"
"116","Anthophora dispar","Aznalcazar","Oscar",2,3,2016,5,"11:00:00",1,"sol",17,46,"suave",NA,"Teucrium","fruticans","A","Hymenoptera","focal",NA,"no_captured","Anthophora","dispar",NA,"male",NA,NA,4,NA,"Teucrium fruticans","A"
"117","Anthophora dispar","Aznalcazar","Curro",13,2,2019,3,"10:30:00",1,"sol",12,69,"moderado",NA,"Teucrium","fruticans","B","Hymenoptera","focal",NA,NA,"Anthophora","dispar",NA,"male",NA,NA,3,19,"Teucrium fruticans","B"
"118","Anthophora dispar","Niebla","Curro",14,3,2019,3,"16:00:00",3,"sol",27,39,"suave",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,NA,"Anthophora","dispar",NA,"male",NA,NA,1,150,"Lavandula stoechas","B"
"119","Anthophora dispar","Convento_de_la_luz","Curro",25,2,2019,3,"13:30:00",2,"sol",21,30,"moderado",NA,"Teucrium","fruticans","A","Hymenoptera","focal",NA,NA,"Anthophora","dispar",NA,"male",NA,NA,7,18,"Teucrium fruticans","A"
"120","Anthophora hispanica","Niebla","Oscar",5,3,2015,5,"16:50:00",1,"sol",17,NA,"moderado",NA,"Erophaca","baetica","A","Hymenoptera","focal",NA,"BF591","Anthophora","hispanica",NA,"male",NA,NA,2,NA,"Erophaca baetica","A"
"121","Anthophora hispanica","Niebla","Oscar",5,3,2015,5,"16:50:00",1,"sol",17,NA,"moderado",NA,"Erophaca","baetica","B","Hymenoptera","focal",NA,"BF601","Anthophora","hispanica",NA,"female",NA,NA,1,NA,"Erophaca baetica","B"
"122","Anthophora hispanica","Niebla","Oscar",13,3,2015,5,"10:00:00",2,"sol",18,41,"sin_viento",NA,"Cistus","ladanifer","C","Hymenoptera","focal","Foto","not_captured","Anthophora","hispanica",NA,"female",NA,NA,1,7,"Cistus ladanifer","C"
"123","Anthophora plumipes","Convento_de_la_luz","Oscar",29,3,2015,5,"10:40:00",3,"sol",17,45,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"BF592","Anthophora","plumipes",NA,"female",NA,NA,3,78,"Cistus salviifolius","B"
"124","Anthophora plumipes","Niebla","Mary",8,3,2017,3,"16:00:00",2,"sol",23,45,"sin_viento",NA,"Erophaca","baetica","ELB","Hymenoptera","focal",NA,NA,"Anthophora","plumipes",NA,"male",NA,NA,1,40,"Erophaca baetica","B"
"125","Anthophora retusa","Aznalcazar","Curro",6,4,2018,3,"10:30:00",5,"sol",17,56,"suave",NA,"Teucrium","fruticans","TFC","Hymenoptera","focal",NA,NA,"Anthophora","retusa",NA,"male",NA,NA,8,55,"Teucrium fruticans","C"
"126","Anthophora retusa","Convento_de_la_luz","Curro",8,2,2018,3,"14:15:00",1,"sol",15,29,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Anthophora","retusa",NA,"female",NA,NA,250,500,"Salvia rosmarinus","B"
"127","Anthophora retusa","Convento_de_la_luz","Patrick & Crona",21,3,2018,3,"15:00:00",4,"sol",21,40,"sin_viento",NA,"Teucrium","fruticans","TFA","Hymenoptera","focal",NA,NA,"Anthophora","retusa",NA,"male",NA,NA,4,37,"Teucrium fruticans","A"
"128","Anthophora retusa","Convento_de_la_luz","Curro",26,4,2018,3,"10:30:00",6,"sol",27,30,"suave",NA,"Teucrium","fruticans","TFC","Hymenoptera","focal",NA,NA,"Anthophora","retusa",NA,"male",NA,NA,15,65,"Teucrium fruticans","C"
"129","Anthophora retusa","Convento_de_la_luz","Curro",13,3,2019,3,"12:30:00",3,"sol",21,38,"suave",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Anthophora","retusa",NA,"male",NA,NA,2,500,"Salvia rosmarinus","C"
"130","Anthophora retusa","Convento_de_la_luz","Patrick & Crona",23,2,2018,3,"14:15:00",2,"sol",18,30,"fuerte",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Anthophora","retusa",NA,"male",NA,NA,5,200,"Salvia rosmarinus","A"
"131","Anthophora retusa","Convento_de_la_luz","Patrick & Crona",21,3,2018,3,"15:00:00",4,"sol",21,40,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Anthophora","retusa",NA,"male",NA,NA,5,100,"Salvia rosmarinus","B"
"132","Anthophora sp","Aznalcazar","Oscar",2,3,2016,5,"11:00:00",1,"sol",17,46,"suave",NA,"Asphodelus","fistulosus","B","Hymenoptera","focal",NA,"no_captured","Anthophora","sp",NA,"male",NA,NA,1,NA,"Asphodelus fistulosus","B"
"133","Anthophora sp","Convento_de_la_luz","Curro",19,5,2016,5,"11:59:00",6,"sol",25,30,"suave",NA,"Teucrium","fruticans","B","Hymenoptera","focal",NA,NA,"Anthophora","sp",NA,"female",NA,NA,3,10,"Teucrium fruticans","B"
"134","Anthophora sp","Aznalcazar","Curro",3,4,2017,3,"11:45:00",4,"sol",20,33,"fuerte",NA,"Teucrium","fruticans","TFB","Hymenoptera","focal",NA,NA,"Anthophora","sp",NA,"unknown",NA,NA,1,21,"Teucrium fruticans","B"
"135","Anthophora sp","Aznalcazar","Patrick & Crona",22,2,2018,3,"10:20:00",2,"sol",NA,NA,"moderado",NA,"Erophaca","baetica","ELD","Hymenoptera","focal",NA,NA,"Anthophora","sp",NA,"unknown",NA,NA,2,20,"Erophaca baetica","D"
"136","Anthophora sp","Niebla","Patrick & Crona",23,2,2018,3,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFD","Hymenoptera","focal",NA,NA,"Anthophora","sp",NA,"female",NA,NA,4,32,"Asphodelus fistulosus","D"
"137","Anthophora sp","Aznalcazar","Oscar",16,3,2016,5,"10:00:00",2,"sol",15,70,"suave",NA,"Teucrium","fruticans","A","Hymenoptera","focal",NA,"no_captured","Anthophora","sp",NA,"unknown",NA,NA,1,24,"Teucrium fruticans","A"
"138","Anthophora sp","Aznalcazar","Patrick & Crona",22,2,2018,3,"10:20:00",2,"sol",NA,NA,"moderado",NA,"Erophaca","baetica","ELE","Hymenoptera","focal",NA,NA,"Anthophora","sp",NA,"male",NA,NA,5,30,"Erophaca baetica","E"
"139","Anthophora sp","Villamanrique_sur","Patrick & Crona",22,2,2018,3,"12:10:00",2,"sol",NA,NA,"suave",NA,"Salvia","rosmarinus","ROE","Hymenoptera","focal",NA,NA,"Anthophora","sp",NA,"male",NA,NA,1,200,"Salvia rosmarinus","E"
"140","Anthophora sp","Villamanrique_sur","Oscar",10,4,2015,5,"16:10:00",4,"sol",23,50,"sin_viento",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Anthophora","sp",NA,"female",NA,NA,1,41,"Lavandula stoechas","A"
"141","Anthophora sp","Urbanizaciones","Oscar",10,3,2015,5,"16:20:00",1,"sol",25,31,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Anthophora","sp",NA,"unknown",NA,NA,1,NA,"Salvia rosmarinus","A"
"142","Anthophora sp","Villamanrique_este","Oscar",3,3,2015,5,"17:30:00",1,"sol",21,NA,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Anthophora","sp",NA,"female",NA,NA,1,NA,"Salvia rosmarinus","A"
"143","Anthophora sp","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Halimium","calycinum","C","Hymenoptera","focal","Golpeando las flores en busca de hembras","not_captured","Anthophora","sp",NA,"male",NA,NA,1,133,"Halimium calycinum","C"
"144","Anthophora sp","Aznalcazar","Oscar",3,3,2015,5,"14:15:00",1,"sol",15,NA,"suave",NA,"Teucrium","fruticans","A","Hymenoptera","focal",NA,"not_captured","Anthophora","sp",NA,"male",NA,NA,1,NA,"Teucrium fruticans","A"
"145","Apis mellifera","Aznalcazar","Oscar",3,3,2015,5,"14:15:00",1,"sol",15,NA,"suave",NA,"Asphodelus","fistulosus","A","Hymenoptera","focal",NA,"BF226","Apis","mellifera",NA,"worker",NA,NA,6,NA,"Asphodelus fistulosus","A"
"146","Apis mellifera","Aznalcazar","Oscar",3,3,2015,5,"14:15:00",1,"sol",15,NA,"suave",NA,"Teucrium","fruticans","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Teucrium fruticans","A"
"147","Apis mellifera","Villamanrique_sur","Curro",3,4,2017,3,"13:20:00",4,"sol",20.5,25,"moderado",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,18,200,"Salvia rosmarinus","C"
"148","Apis mellifera","Aznalcazar","Oscar",3,3,2015,5,"14:15:00",1,"sol",15,NA,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,NA,"Salvia rosmarinus","B"
"149","Apis mellifera","Villamanrique_sur","Oscar",3,3,2015,5,"15:40:00",1,"sol",21,NA,"sin_viento",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Salvia rosmarinus","A"
"150","Apis mellifera","Villamanrique_sur","Oscar",3,3,2015,5,"15:40:00",1,"sol",21,NA,"sin_viento",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,NA,"Salvia rosmarinus","B"
"151","Apis mellifera","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,100,"Salvia rosmarinus","A"
"152","Apis mellifera","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,12,200,"Salvia rosmarinus","B"
"153","Apis mellifera","Urbanizaciones","Mary",6,4,2017,3,"14:30:00",4,"sol",23.5,29,"fuerte","Plant is dry, broken, dead, no leaves or flowers. Sad times","Lavandula","stoechas","LSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,30,"Lavandula stoechas","A"
"154","Apis mellifera","La_rocina","Oscar",5,3,2015,5,"12:00:00",1,"sol",15,NA,"fuerte",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Salvia rosmarinus","A"
"155","Apis mellifera","La_rocina","Oscar",5,3,2015,5,"12:00:00",1,"sol",15,NA,"fuerte",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Salvia rosmarinus","B"
"156","Apis mellifera","El_pozo","Mary",7,4,2017,3,"11:10:00",4,"sol",16.3,50,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,10,"Salvia rosmarinus","B"
"157","Apis mellifera","Pino_del_cuervo","Mary",7,4,2017,3,"12:25:00",4,"sol",20.9,36,"moderado",NA,"Cistus","ladanifer","CLB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,1,"Cistus ladanifer","B"
"158","Apis mellifera","Esparragal","Pablo",18,5,2017,3,"15:30:00",5,"sol",30,30,"fuerte",NA,"Lavandula","stoechas","LSB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,40,"Lavandula stoechas","B"
"159","Apis mellifera","Urbanizaciones","Pablo",20,5,2017,3,"14:20:00",5,"sol",29,25,"moderado",NA,"Lavandula","stoechas","LSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,50,"Lavandula stoechas","A"
"160","Apis mellifera","Convento_de_la_luz","Curro",8,5,2017,3,"11:00:00",6,"sol",26,38,"sin_viento","C.crispus a la sombra","Halimium","halimifolium","HHA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,12,"Halimium halimifolium","A"
"161","Apis mellifera","Pino_del_cuervo","Oscar",30,4,2015,5,"17:30:00",5,"sol",28,39,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,60,"Lavandula stoechas","A"
"162","Apis mellifera","Urbanizaciones","Curro",8,5,2017,3,"12:20:00",6,"sol",27,30,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,20,"Cistus crispus","A"
"163","Apis mellifera","Urbanizaciones","Curro",8,5,2017,3,"12:20:00",6,"sol",27,30,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,10,"Cistus crispus","B"
"164","Apis mellifera","Bonares","Curro",13,3,2019,3,"11:00:00",3,"sol",16,58,"suave",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,300,"Lavandula stoechas","B"
"165","Apis mellifera","Aznalcazar","Curro",2,2,2018,3,"11:30:00",1,"sol",16.2,31,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal","B.terrestris Reina volando",NA,"Apis","mellifera",NA,"worker",NA,NA,10,150,"Salvia rosmarinus","A"
"166","Apis mellifera","Aznalcazar","Curro",2,2,2018,3,"11:30:00",1,"sol",16.2,31,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,150,"Salvia rosmarinus","A"
"167","Apis mellifera","Convento_de_la_luz","Oscar",6,3,2015,5,"12:05:00",1,"sol",15,NA,"suave",NA,"Ulex","australis","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Ulex australis","B"
"168","Apis mellifera","Bonares","Curro",13,3,2019,3,"11:00:00",3,"sol",16,58,"suave",NA,"Halimium","calycinum","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,58,"Halimium calycinum","B"
"169","Apis mellifera","Pino_del_cuervo","Oscar",6,3,2015,5,"13:50:00",1,"sol",20,NA,"suave",NA,"Ulex","australis","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Ulex australis","A"
"170","Apis mellifera","Villamanrique_sur","Curro",2,2,2018,3,"13:00:00",1,"sol",12.8,35,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,120,"Salvia rosmarinus","B"
"171","Apis mellifera","El_pozo","Oscar",6,3,2015,5,"16:20:00",1,"sol",21,32,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Salvia rosmarinus","A"
"172","Apis mellifera","El_pozo","Oscar",6,3,2015,5,"16:20:00",1,"sol",21,32,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,NA,"Salvia rosmarinus","B"
"173","Apis mellifera","La_cunya","Curro",6,2,2018,3,"13:30:00",1,"sol",15,33,"fuerte",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,40,90,"Salvia rosmarinus","A"
"174","Apis mellifera","Urbanizaciones","Curro",6,2,2018,3,"16:00:00",1,"sol_y_nubes",15.1,31,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,30,120,"Salvia rosmarinus","A"
"175","Apis mellifera","Pino_del_cuervo","Oscar",6,5,2015,5,"13:15:00",6,"sol",28,17,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,60,"Lavandula stoechas","A"
"176","Apis mellifera","Urbanizaciones","Curro",6,2,2018,3,"16:00:00",1,"sol_y_nubes",15.1,31,"moderado",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,50,100,"Salvia rosmarinus","B"
"177","Apis mellifera","Urbanizaciones","Curro",6,2,2018,3,"16:00:00",1,"sol_y_nubes",15.1,31,"moderado",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,150,"Salvia rosmarinus","C"
"178","Apis mellifera","Pino_del_cuervo","Oscar",6,5,2015,5,"13:15:00",6,"sol",28,17,"suave",NA,"Asphodelus","fistulosus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,21,"Asphodelus fistulosus","B"
"179","Apis mellifera","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Halimium","calycinum","C","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,133,"Halimium calycinum","C"
"180","Apis mellifera","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,18,"Cistus salviifolius","B"
"181","Apis mellifera","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Cistus","ladanifer","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,15,"Cistus ladanifer","A"
"182","Apis mellifera","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Cistus","ladanifer","C","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,7,"Cistus ladanifer","C"
"183","Apis mellifera","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Lavandula","stoechas","A","Hymenoptera","focal","En las lavandas vuelan Zerynthia rumina y pasan rapidamente machos de Eucera en busca de las hembras","not_captured","Apis","mellifera",NA,"worker",NA,NA,1,134,"Lavandula stoechas","A"
"184","Apis mellifera","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,12,254,"Lavandula stoechas","B"
"185","Apis mellifera","Niebla","Oscar",13,3,2015,5,"10:00:00",2,"sol",18,41,"sin_viento","En Lavandula stoechas se han podido observar 2 individuos de Callophrys rubi libando y se ha tomado alguna foto","Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,160,"Lavandula stoechas","A"
"186","Apis mellifera","La_rocina","Patrick & Crona",21,2,2018,3,"12:30:00",2,"sol",NA,NA,"moderado",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,200,"Salvia rosmarinus","C"
"187","Apis mellifera","Convento_de_la_luz","Oscar",13,3,2015,5,"12:30:00",2,"sol",21,32,"sin_viento",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,36,70,"Salvia rosmarinus","B"
"188","Apis mellifera","Convento_de_la_luz","Oscar",13,3,2015,5,"12:30:00",2,"sol",21,32,"sin_viento",NA,"Cistus","ladanifer","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,11,21,"Cistus ladanifer","A"
"189","Apis mellifera","Convento_de_la_luz","Oscar",13,3,2015,5,"12:30:00",2,"sol",21,32,"sin_viento",NA,"Cistus","ladanifer","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,58,24,"Cistus ladanifer","B"
"190","Apis mellifera","Convento_de_la_luz","Curro",26,4,2016,5,"16:00:00",7,"sol",28,NA,"moderado",NA,"Lavandula","pedunculata",NA,"Hymenoptera","focal",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,1,70,"Lavandula pedunculata",NA
"191","Apis mellifera","Convento_de_la_luz","Curro",26,4,2016,5,"16:00:00",7,"sol",28,NA,"moderado",NA,"Lavandula","pedunculata",NA,"Hymenoptera","focal",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,1,100,"Lavandula pedunculata",NA
"192","Apis mellifera","La_rocina","Oscar",16,3,2015,5,"11:20:00",2,"nubes",19,51,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,101,"Salvia rosmarinus","A"
"193","Apis mellifera","La_rocina","Oscar",16,3,2015,5,"11:20:00",2,"nubes",19,51,"suave",NA,"Halimium","calycinum","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,26,"Halimium calycinum","A"
"194","Apis mellifera","La_rocina","Oscar",16,3,2015,5,"11:20:00",2,"nubes",19,51,"suave",NA,"Ulex","australis","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,2000,"Ulex australis","A"
"195","Apis mellifera","El_pozo","Oscar",16,3,2015,5,"16:50:00",2,"sol",18,36,"suave",NA,"Spartium","junceum","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,500,"Spartium junceum","A"
"196","Apis mellifera","Niebla","Curro",29,4,2015,5,"16:30:00",7,"nubes",19,NA,"suave",NA,"Lavandula","pedunculata",NA,"Hymenoptera","focal",NA,"no_captured","Apis","mellifera",NA,"female","12",NA,1,NA,"Lavandula pedunculata",NA
"197","Apis mellifera","Aznalcazar","Oscar",24,3,2015,5,"12:30:00",2,"sol_y_nubes",15,50,"suave",NA,"Asphodelus","fistulosus","C","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,13,"Asphodelus fistulosus","C"
