"","Year","Site_ID","Plant_sp","plant_id","richness08","richness","Coleop_freq","Dip_freq","Hym_freq","Frequency","Fruit_proportion","seed_number","Seed_weight"
"261",2018,"El pozo","Halimium halimifolium","B",2,2,0,0,3,3,0.6,16.6666666666667,0.00970333333333333
"262",2018,"El pozo","Halimium halimifolium","C",1,1,1,0,0,1,0.333333333333333,6,0.003385
"263",2018,"El pozo","Halimium halimifolium","D",0,0,0,0,0,0,0.75,15,0.00635666666666667
"264",2017,"El pozo","Lavandula stoechas","A",1,1,0,0,15,15,0,0,0
"265",2015,"El pozo","Rosmarinus officinalis","A",0,0,0,0,0,0,0.849195402298851,2.15789473684211,0.000672105263157895
"266",2015,"El pozo","Rosmarinus officinalis","B",1,1,0,0,2,2,0.814462081128748,2.18181818181818,0.00035030303030303
"267",2016,"El pozo","Rosmarinus officinalis","A",4,4,0,0,12,12,0,2,0.000926666666666667
"268",2016,"El pozo","Rosmarinus officinalis","B",0,0,0,0,0,0,0,4,0.00051
"269",2017,"El pozo","Rosmarinus officinalis","A",1,1,0,0,125,125,0,0,0
"270",2017,"El pozo","Rosmarinus officinalis","B",1,1,0,0,134,134,0,0,0
"271",2017,"El pozo","Rosmarinus officinalis","C",1,2,0,0,36,36,0,0,0
"272",2018,"El pozo","Rosmarinus officinalis","A",2,3,0,0,182,182,0,0,0
"273",2018,"El pozo","Rosmarinus officinalis","B",5,5,3,0,108,111,0,0,0
"274",2018,"El pozo","Rosmarinus officinalis","C",5,5,2,0,100,102,0,0,0
"275",2018,"El pozo","Rosmarinus officinalis","D",2,2,0,0,76,76,0,0,0
"276",2018,"El pozo","Rosmarinus officinalis","E",2,2,0,0,148,148,0,0,0
"277",2015,"Esparragal","Cistus crispus","A",1,1,0,0,1,1,0,0,0
"278",2015,"Esparragal","Cistus crispus","B",3,3,0,1,2,3,0,0,0
"279",2016,"Esparragal","Cistus crispus","A",0,0,0,0,0,0,0.8,31.6666666666667,0.01505
"280",2016,"Esparragal","Cistus crispus","B",0,0,0,0,0,0,0.4,19.5,0.008795
"281",2017,"Esparragal","Cistus crispus","A",0,0,0,0,0,0,0.4,30,0.016525
"282",2017,"Esparragal","Cistus crispus","B",0,1,0,0,1,1,0.4,36,0.020005
"283",2018,"Esparragal","Cistus crispus","A",4,4,0,0,23,23,1,12,0.006625
"284",2018,"Esparragal","Cistus crispus","B",3,4,0,0,15,15,0.5,26.5,0.01352
"285",2018,"Esparragal","Cistus crispus","C",3,3,0,0,18,18,0.75,26,0.00679333333333333
"286",2018,"Esparragal","Cistus crispus","D",3,4,0,0,22,22,1,32,0.01609
"287",2015,"Esparragal","Cistus salviifolius","A",2,4,0,1,5,6,0.8,15.6666666666667,0.01833
"288",2015,"Esparragal","Cistus salviifolius","B",2,2,1,0,2,3,0,0,0
"289",2016,"Esparragal","Cistus salviifolius","A",0,0,0,0,0,0,1,32.3333333333333,0.0284233333333333
"290",2016,"Esparragal","Cistus salviifolius","B",0,0,0,0,0,0,0,18.5,0.02203
"291",2017,"Esparragal","Cistus salviifolius","A",0,0,0,0,0,0,1,56.6666666666667,0.06867
"292",2017,"Esparragal","Cistus salviifolius","B",0,0,0,0,0,0,1,38,0.047
"293",2018,"Esparragal","Cistus salviifolius","A",1,1,0,0,1,1,1,31,0.041205
"294",2018,"Esparragal","Cistus salviifolius","B",1,1,0,2,0,2,1,25.3333333333333,0.0267733333333333
"295",2018,"Esparragal","Cistus salviifolius","C",0,0,0,0,0,0,1,51.3333333333333,0.06453
"296",2018,"Esparragal","Cistus salviifolius","D",0,0,0,0,0,0,0,13,0.014555
"297",2015,"Esparragal","Halimium commutatum","A",0,0,0,0,0,0,0,0,0
"298",2015,"Esparragal","Halimium commutatum","B",1,1,0,1,0,1,0.333333333333333,0,0
"299",2015,"Esparragal","Halimium commutatum","C",2,2,0,1,1,2,0.333333333333333,0,0
"300",2016,"Esparragal","Halimium commutatum","A",0,0,0,0,0,0,1,3.5,0.01413
"301",2016,"Esparragal","Halimium commutatum","B",0,0,0,0,0,0,1,1.8,0.00466
"302",2017,"Esparragal","Halimium commutatum","A",1,1,0,1,0,1,1,2.36363636363636,0.00395636363636364
"303",2017,"Esparragal","Halimium commutatum","B",1,3,0,1,19,20,1,1.875,0.003045
"304",2018,"Esparragal","Halimium commutatum","A",2,2,0,6,7,13,0,0,0
"305",2018,"Esparragal","Halimium commutatum","B",1,1,0,0,10,10,0,0,0
"306",2018,"Esparragal","Halimium commutatum","C",3,3,1,3,8,12,0,0,0
"307",2018,"Esparragal","Halimium commutatum","D",1,1,0,0,46,46,0,0,0
"308",2015,"Esparragal","Halimium halimifolium","A",0,0,0,0,0,0,1,12.5714285714286,0.00688428571428571
"309",2015,"Esparragal","Halimium halimifolium","B",4,4,2,1,1,4,0,0,0
"310",2016,"Esparragal","Halimium halimifolium","A",2,2,4,1,0,5,0.857142857142857,21.3333333333333,0.00299
"311",2016,"Esparragal","Halimium halimifolium","B",1,1,2,0,0,2,1,25,0.0107866666666667
"312",2017,"Esparragal","Halimium halimifolium","A",0,0,0,0,0,0,0.777777777777778,10.6666666666667,0.00332
"313",2017,"Esparragal","Halimium halimifolium","B",0,0,0,0,0,0,1,6.66666666666667,0.00451
"314",2018,"Esparragal","Halimium halimifolium","A",2,2,0,0,23,23,1,32.6666666666667,0.0126366666666667
"315",2018,"Esparragal","Halimium halimifolium","B",2,2,1,0,28,29,1,18.3333333333333,0.00879
"316",2018,"Esparragal","Halimium halimifolium","C",4,4,1,1,3,5,1,28,0.0145566666666667
"317",2018,"Esparragal","Halimium halimifolium","D",1,1,0,0,15,15,1,5.33333333333333,0.00411666666666667
"318",2015,"Esparragal","Lavandula pedunculata","A",0,0,0,0,0,0,0.827053980644634,1.55555555555556,0.000562222222222222
"319",2015,"Esparragal","Lavandula pedunculata","B",0,0,0,0,0,0,0.766978416411881,1.45454545454545,0.000196363636363636
"320",2017,"Esparragal","Lavandula pedunculata","A",1,1,0,0,3,3,0,0,0
"321",2017,"Esparragal","Lavandula pedunculata","B",1,1,0,0,1,1,0,0,0
"322",2015,"Esparragal","Lavandula stoechas","A",1,1,0,0,1,1,0,0,0
"323",2016,"Esparragal","Lavandula stoechas","A",1,1,0,0,1,1,0.940594059405941,1,0.000585
"324",2016,"Esparragal","Lavandula stoechas","B",1,1,0,0,2,2,0.884615384615385,1,0.000483333333333333
"325",2017,"Esparragal","Lavandula stoechas","A",1,1,0,0,1,1,0,0,0
"326",2017,"Esparragal","Lavandula stoechas","B",1,1,0,0,3,3,0,0,0
"327",2015,"La Cuña","Cistus salviifolius","A",2,2,2,0,4,6,1,13,0.0172
"328",2015,"La Cuña","Cistus salviifolius","B",8,8,2,1,5,8,0.888888888888889,29.3333333333333,0.03081
"329",2016,"La Cuña","Cistus salviifolius","A",0,0,0,0,0,0,0,23.3333333333333,0.0259566666666667
"330",2016,"La Cuña","Cistus salviifolius","B",0,0,0,0,0,0,1,34,0.0360533333333333
"331",2017,"La Cuña","Cistus salviifolius","A",1,1,0,1,0,1,1,66.6666666666667,0.07218
"332",2017,"La Cuña","Cistus salviifolius","B",0,0,0,0,0,0,1,65.6666666666667,0.05632
"333",2018,"La Cuña","Cistus salviifolius","A",0,0,0,0,0,0,0,23,0.02267
"334",2018,"La Cuña","Cistus salviifolius","B",0,0,0,0,0,0,1,19,0.02535
"335",2018,"La Cuña","Cistus salviifolius","C",0,0,0,0,0,0,1,53,0.07263
"336",2018,"La Cuña","Cistus salviifolius","D",0,0,0,0,0,0,1,23,0.02639
"337",2015,"La Cuña","Halimium commutatum","A",1,1,0,0,1,1,0,0,0
"338",2015,"La Cuña","Lavandula pedunculata","A",1,1,0,0,1,1,0.743697478991597,2.06666666666667,0.000695333333333333
"339",2015,"La Cuña","Lavandula pedunculata","B",2,2,0,0,2,2,0.528,2.23529411764706,0.000531764705882353
"340",2016,"La Cuña","Lavandula pedunculata","A",1,1,0,0,14,14,0.806451612903226,2,0.000211666666666667
"341",2016,"La Cuña","Lavandula pedunculata","B",1,1,0,0,5,5,0,0,0
"342",2017,"La Cuña","Lavandula pedunculata","A",0,0,0,0,0,0,0.536842105263158,1.875,0.000665
"343",2017,"La Cuña","Lavandula pedunculata","B",0,0,0,0,0,0,0.571428571428571,1,0.000823333333333333
"344",2018,"La Cuña","Lavandula pedunculata","A",1,1,0,0,1,1,0.788461538461538,2.33333333333333,0.00125666666666667
"345",2018,"La Cuña","Lavandula pedunculata","B",0,0,0,0,0,0,0.6,2,0.00174666666666667
"346",2018,"La Cuña","Lavandula pedunculata","C",0,0,0,0,0,0,0.51063829787234,1,0.000743333333333333
"347",2018,"La Cuña","Lavandula pedunculata","D",0,0,0,0,0,0,0.720779220779221,2,0.00148666666666667
"348",2015,"La Cuña","Rosmarinus officinalis","A",2,2,0,0,2,2,0.606488841782959,2.36363636363636,0.000503181818181818
"349",2015,"La Cuña","Rosmarinus officinalis","B",1,1,0,0,1,1,0.497821350762527,1.86666666666667,0.000509333333333333
"350",2017,"La Cuña","Rosmarinus officinalis","A",1,1,0,0,48,48,0,0,0
"351",2017,"La Cuña","Rosmarinus officinalis","B",1,1,0,0,9,9,0,0,0
"352",2018,"La Cuña","Rosmarinus officinalis","A",1,1,0,0,108,108,0,0,0
"353",2018,"La Cuña","Rosmarinus officinalis","B",1,1,0,0,16,16,0,0,0
"354",2018,"La Cuña","Rosmarinus officinalis","C",2,2,2,0,13,15,0,0,0
"355",2018,"La Cuña","Rosmarinus officinalis","D",2,2,1,0,30,31,0,0,0
"356",2015,"La Rocina","Halimium commutatum","A",3,3,11,0,1,12,0.55952380952381,1.875,0.00356
"357",2015,"La Rocina","Halimium commutatum","B",5,6,5,3,2,10,0,0,0
"358",2016,"La Rocina","Halimium commutatum","A",3,3,4,0,2,6,0,0,0
"359",2016,"La Rocina","Halimium commutatum","B",3,3,6,0,1,7,0,0,0
"360",2017,"La Rocina","Halimium commutatum","A",3,3,1,2,1,4,0,0,0
"361",2017,"La Rocina","Halimium commutatum","B",1,1,0,2,0,2,0,0,0
"362",2017,"La Rocina","Halimium commutatum","C",1,1,0,0,1,1,0,0,0
"363",2018,"La Rocina","Halimium commutatum","A",1,1,0,0,8,8,0,0,0
"364",2018,"La Rocina","Halimium commutatum","C",1,1,0,0,8,8,0,0,0
"365",2018,"La Rocina","Halimium commutatum","E",1,1,1,0,0,1,0,0,0
"366",2015,"La Rocina","Halimium halimifolium","A",0,0,0,0,0,0,0.0833333333333333,2,0.0274333333333333
"367",2016,"La Rocina","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0
"368",2016,"La Rocina","Halimium halimifolium","B",0,0,0,0,0,0,0.714285714285714,13.3333333333333,0.00573333333333333
"369",2017,"La Rocina","Halimium halimifolium","A",0,0,0,0,0,0,0.5,13.3333333333333,0.00611666666666667
"370",2017,"La Rocina","Halimium halimifolium","B",0,0,0,0,0,0,1,17.6666666666667,0.00863666666666667
"371",2018,"La Rocina","Halimium halimifolium","A",2,2,0,0,12,12,1,19.5,0.007455
"372",2018,"La Rocina","Halimium halimifolium","B",0,0,0,0,0,0,0.666666666666667,22,0.01334
"373",2018,"La Rocina","Halimium halimifolium","C",1,1,0,0,5,5,0,0,0
"374",2018,"La Rocina","Halimium halimifolium","D",0,0,0,0,0,0,0,0,0
"375",2016,"La Rocina","Lavandula pedunculata","A",1,1,0,0,9,9,0,1.875,0.00067375
"376",2016,"La Rocina","Lavandula pedunculata","B",2,3,0,5,5,10,0,2.28571428571429,0.000282857142857143
"377",2017,"La Rocina","Lavandula pedunculata","A",0,0,0,0,0,0,0.694915254237288,1.8,0.000696
"378",2017,"La Rocina","Lavandula pedunculata","B",0,0,0,0,0,0,0.552083333333333,2.2,0.000438
"379",2018,"La Rocina","Lavandula pedunculata","A",1,1,0,0,16,16,0.836206896551724,2.66666666666667,0.00164
"380",2018,"La Rocina","Lavandula pedunculata","B",1,2,0,5,8,13,0.828282828282828,2,0.00150666666666667
"381",2018,"La Rocina","Lavandula pedunculata","C",5,5,0,6,33,39,0.792,3,0.00117666666666667
"382",2018,"La Rocina","Lavandula pedunculata","D",3,3,0,0,47,47,0.639705882352941,2,0.00134666666666667
"383",2015,"La Rocina","Rosmarinus officinalis","A",1,1,0,0,1,1,0.282608695652174,1.5,0.00064
"384",2015,"La Rocina","Rosmarinus officinalis","B",1,2,0,0,3,3,0,0,0
"385",2016,"La Rocina","Rosmarinus officinalis","A",2,2,0,0,5,5,0,0,0
"386",2016,"La Rocina","Rosmarinus officinalis","B",1,1,0,0,1,1,0,0,0
"387",2017,"La Rocina","Rosmarinus officinalis","A",3,3,6,0,119,125,0,0,0
"388",2017,"La Rocina","Rosmarinus officinalis","B",5,5,0,1,77,78,0,0,0
"389",2017,"La Rocina","Rosmarinus officinalis","C",2,2,0,0,91,91,0,0,0
"390",2018,"La Rocina","Rosmarinus officinalis","A",3,4,0,0,196,196,0,0,0
"391",2018,"La Rocina","Rosmarinus officinalis","B",5,5,0,0,211,211,0,0,0
"392",2018,"La Rocina","Rosmarinus officinalis","C",2,2,0,0,177,177,0,0,0
"393",2018,"La Rocina","Rosmarinus officinalis","D",3,3,0,0,131,131,0,0,0
"394",2018,"La Rocina","Rosmarinus officinalis","E",3,3,0,0,42,42,0,0,0
"395",2015,"Las mulas","Cistus crispus","A",1,1,1,0,0,1,0,0,0
"396",2016,"Las mulas","Cistus crispus","A",3,3,1,0,9,10,0.888888888888889,39,0.0219333333333333
"397",2016,"Las mulas","Cistus crispus","B",2,2,2,0,5,7,0.666666666666667,32,0.0171566666666667
"398",2017,"Las mulas","Cistus crispus","A",0,0,0,0,0,0,0,0,0
"399",2017,"Las mulas","Cistus crispus","B",0,0,0,0,0,0,0.888888888888889,51.3333333333333,0.02784
"400",2015,"Las mulas","Cistus ladanifer","A",4,4,2,0,2,4,1,403.5,0.1097425
"401",2015,"Las mulas","Cistus ladanifer","B",0,1,0,1,0,1,1,520,0.12319
"402",2016,"Las mulas","Cistus ladanifer","A",0,0,0,0,0,0,1,573.666666666667,0.155873333333333
"403",2016,"Las mulas","Cistus ladanifer","B",0,0,0,0,0,0,1,797.666666666667,0.203883333333333
"404",2017,"Las mulas","Cistus ladanifer","A",1,1,0,0,17,17,0,0,0
"405",2017,"Las mulas","Cistus ladanifer","B",3,3,1,1,13,15,0,0,0
"406",2015,"Las mulas","Cistus salviifolius","A",0,1,0,0,2,2,1,38.6666666666667,0.0444766666666667
"407",2015,"Las mulas","Cistus salviifolius","B",0,0,0,0,0,0,0.333333333333333,57.6666666666667,0.0568133333333333
"408",2015,"Las mulas","Cistus salviifolius","C",0,0,0,0,0,0,0.333333333333333,0,0
"409",2016,"Las mulas","Cistus salviifolius","A",0,0,0,0,0,0,1,23,0.0227366666666667
"410",2016,"Las mulas","Cistus salviifolius","B",0,0,0,0,0,0,1,43.3333333333333,0.0520566666666667
"411",2017,"Las mulas","Cistus salviifolius","A",4,5,0,2,16,18,1,55.75,0.0647875
"412",2017,"Las mulas","Cistus salviifolius","B",0,0,0,0,0,0,1,56,0.065155
"413",2015,"Las mulas","Halimium commutatum","A",1,1,3,0,0,3,0.133333333333333,2,0.00248333333333333
"414",2015,"Las mulas","Halimium commutatum","B",0,0,0,0,0,0,0.2,2,0.00328333333333333
"415",2017,"Las mulas","Halimium commutatum","A",0,0,0,0,0,0,0.818181818181818,2.57142857142857,0.00474
"416",2017,"Las mulas","Halimium commutatum","B",0,0,0,0,0,0,0.9,2.36363636363636,0.00338090909090909
"417",2016,"Las mulas","Halimium halimifolium","A",0,0,0,0,0,0,1,23,0.014035
"418",2016,"Las mulas","Halimium halimifolium","B",0,0,0,0,0,0,1,30,0.0141466666666667
"419",2015,"Las mulas","Lavandula stoechas","A",2,2,0,0,7,7,0.800906483148005,1.9375,0.0004175
"420",2015,"Las mulas","Lavandula stoechas","B",1,2,0,0,9,9,0.771142011444136,2.26666666666667,0.000432666666666667
"421",2015,"Las mulas","Lavandula stoechas","C",2,2,0,1,3,4,0.632127310741092,1.875,0.0004325
"422",2016,"Las mulas","Lavandula stoechas","A",1,1,0,0,16,16,0.931818181818182,1.8,0.000684
"423",2016,"Las mulas","Lavandula stoechas","B",1,1,0,0,16,16,0.944444444444444,2,0.000767142857142857
"424",2017,"Las mulas","Lavandula stoechas","A",2,2,0,1,13,14,0.517482517482518,1.25,0.000965
"425",2017,"Las mulas","Lavandula stoechas","B",1,1,0,0,16,16,0.795081967213115,1.875,8e-04
"426",2015,"Las mulas","Rosmarinus officinalis","A",2,2,1,0,8,9,0,0,0
"427",2015,"Las mulas","Rosmarinus officinalis","B",1,1,0,0,2,2,0,0,0
"428",2017,"Las mulas","Rosmarinus officinalis","A",1,1,0,0,77,77,0,0,0
"429",2017,"Las mulas","Rosmarinus officinalis","B",1,1,0,0,71,71,0,0,0
"430",2018,"Las mulas","Rosmarinus officinalis","A",2,2,0,0,81,81,0,0,0
"431",2018,"Las mulas","Rosmarinus officinalis","B",1,1,0,0,25,25,0,0,0
"432",2018,"Las mulas","Rosmarinus officinalis","C",3,3,0,0,120,120,0,0,0
"433",2018,"Las mulas","Rosmarinus officinalis","D",1,1,0,0,45,45,0,0,0
"434",2018,"Las mulas","Rosmarinus officinalis","E",1,1,0,0,28,28,0,0,0
"435",2015,"Niebla","Asphodelus fistulosus","A",0,0,0,0,0,0,0.697619047619048,2.1875,0.0155275
"436",2015,"Niebla","Asphodelus fistulosus","B",2,2,0,0,2,2,0.947649572649573,3.2,0.025337
"437",2015,"Niebla","Asphodelus fistulosus","C",1,1,0,0,1,1,0.729859335038363,0,0
"438",2016,"Niebla","Asphodelus fistulosus","A",1,1,0,0,2,2,0.625,4.66666666666667,0.0259433333333333
"439",2016,"Niebla","Asphodelus fistulosus","B",0,0,0,0,0,0,1,2.42857142857143,0.0137914285714286
"440",2017,"Niebla","Asphodelus fistulosus","C",1,1,0,1,0,1,0,0,0
"441",2018,"Niebla","Asphodelus fistulosus","A",3,3,0,0,32,32,0,0,0
"442",2018,"Niebla","Asphodelus fistulosus","B",3,3,1,0,4,5,0,0,0
"443",2018,"Niebla","Asphodelus fistulosus","C",4,5,0,0,18,18,0,0,0
"444",2018,"Niebla","Asphodelus fistulosus","D",3,3,0,0,22,22,0,0,0
"445",2018,"Niebla","Asphodelus fistulosus","E",1,2,0,0,13,13,0,0,0
"446",2015,"Niebla","Cistus crispus","A",0,0,0,0,0,0,0.592592592592593,32.25,0.01512
"447",2015,"Niebla","Cistus crispus","B",0,0,0,0,0,0,0.65,37.25,0.0155225
"448",2016,"Niebla","Cistus crispus","A",1,1,0,0,4,4,0.8,39.3333333333333,0.0205166666666667
"449",2016,"Niebla","Cistus crispus","B",0,0,0,0,0,0,1,33.6666666666667,0.0163433333333333
"450",2017,"Niebla","Cistus crispus","A",1,2,0,0,6,6,0,38.3333333333333,0.0211333333333333
"451",2017,"Niebla","Cistus crispus","B",1,1,0,0,1,1,0.5,12,0.00592
"452",2018,"Niebla","Cistus crispus","A",3,3,0,0,17,17,1,36,0.01774
"453",2018,"Niebla","Cistus crispus","B",2,2,0,0,15,15,0.666666666666667,34.6666666666667,0.01649
"454",2018,"Niebla","Cistus crispus","C",2,2,2,0,3,5,0.8,38.6666666666667,0.02363
"455",2018,"Niebla","Cistus crispus","D",2,2,0,0,5,5,0.6,39,0.02723
"456",2015,"Niebla","Cistus ladanifer","A",3,3,16,0,1,17,0,0,0
"457",2015,"Niebla","Cistus ladanifer","B",5,5,4,0,5,9,0.866666666666667,179,0.05577
"458",2015,"Niebla","Cistus ladanifer","C",0,1,0,0,1,1,1,733,0.22324
"459",2016,"Niebla","Cistus ladanifer","A",0,1,0,0,2,2,1,195,0.04808
"460",2016,"Niebla","Cistus ladanifer","B",0,0,0,0,0,0,1,693,0.138976666666667
"461",2017,"Niebla","Cistus ladanifer","A",2,2,1,0,1,2,0,0,0
"462",2017,"Niebla","Cistus ladanifer","B",1,1,1,0,0,1,0,0,0
"463",2018,"Niebla","Cistus ladanifer","A",0,1,0,0,4,4,1,408,0.111595
"464",2018,"Niebla","Cistus ladanifer","B",2,2,0,0,8,8,1,334,0.09403
"465",2018,"Niebla","Cistus ladanifer","C",2,2,0,0,19,19,1,606.5,0.154005
"466",2018,"Niebla","Cistus ladanifer","D",0,0,0,0,0,0,1,682,0.13929
"467",2018,"Niebla","Cistus salviifolius","A",0,0,0,0,0,0,0.666666666666667,37,0.0352133333333333
"468",2018,"Niebla","Cistus salviifolius","B",0,0,0,0,0,0,0,13,0.01301
"469",2018,"Niebla","Cistus salviifolius","C",0,0,0,0,0,0,1,43.3333333333333,0.0506666666666667
"470",2018,"Niebla","Cistus salviifolius","D",0,0,0,0,0,0,1,23,0.01865
"471",2015,"Niebla","Lavandula pedunculata","A",0,0,0,0,0,0,0.68153271848924,0,0
"472",2015,"Niebla","Lavandula pedunculata","B",0,0,0,0,0,0,0.835605743230377,1.5,0.000694166666666667
"473",2015,"Niebla","Lavandula pedunculata","C",0,0,0,0,0,0,0.801656218042773,1.33333333333333,0.000787777777777778
"474",2016,"Niebla","Lavandula pedunculata","A",1,1,0,0,4,4,0.854700854700855,1.5,0.0006825
"475",2016,"Niebla","Lavandula pedunculata","B",1,1,0,0,2,2,0.831932773109244,1.4,0.000562
"476",2017,"Niebla","Lavandula pedunculata","A",0,0,0,0,0,0,0.691729323308271,2,0.000778888888888889
"477",2017,"Niebla","Lavandula pedunculata","B",0,0,0,0,0,0,0.536585365853659,1.875,0.00065625
"478",2018,"Niebla","Lavandula pedunculata","A",2,2,0,0,5,5,0.79,1.33333333333333,9e-04
"479",2018,"Niebla","Lavandula pedunculata","B",4,4,0,0,13,13,0.639344262295082,2.33333333333333,0.00140666666666667
"480",2018,"Niebla","Lavandula pedunculata","C",3,3,0,5,3,8,0.920792079207921,2,0.00091
"481",2018,"Niebla","Lavandula pedunculata","D",1,1,0,0,7,7,0.9,1,0.000863333333333333
"482",2018,"Niebla","Lavandula pedunculata","E",1,1,3,0,0,3,0,0,0
"483",2015,"Niebla","Lavandula stoechas","A",2,2,0,0,7,7,0,0,0
"484",2015,"Niebla","Lavandula stoechas","B",1,2,0,0,2,2,0,0,0
"485",2017,"Niebla","Lavandula stoechas","A",1,1,0,0,1,1,0,0,0
"486",2017,"Niebla","Lavandula stoechas","B",2,2,0,0,5,5,0,0,0
"487",2018,"Niebla","Lavandula stoechas","A",1,1,0,0,1,1,0.971428571428571,1,0.00059
"488",2018,"Niebla","Lavandula stoechas","B",1,1,0,0,3,3,0.977011494252874,1,0.000543333333333333
"489",2018,"Niebla","Lavandula stoechas","C",1,1,0,0,5,5,0,0,0
"490",2016,"Pinares de Hinojos","Cistus crispus","A",2,2,1,0,2,3,0,0,0
"491",2016,"Pinares de Hinojos","Cistus crispus","B",1,1,0,0,4,4,0,0,0
"492",2015,"Pinares de Hinojos","Cistus salviifolius","A",3,3,1,0,2,3,0.857142857142857,37.5,0.053585
"493",2015,"Pinares de Hinojos","Cistus salviifolius","B",3,3,10,0,1,11,1,39.5,0.04573
"494",2015,"Pinares de Hinojos","Cistus salviifolius","C",1,1,0,0,4,4,0,0,0
"495",2016,"Pinares de Hinojos","Cistus salviifolius","A",1,1,3,0,0,3,1,38.5,0.047415
"496",2016,"Pinares de Hinojos","Cistus salviifolius","B",0,0,0,0,0,0,1,24,0.026485
"497",2017,"Pinares de Hinojos","Cistus salviifolius","A",1,1,3,0,0,3,0,0,0
"498",2017,"Pinares de Hinojos","Cistus salviifolius","B",1,1,2,0,0,2,0,0,0
"499",2018,"Pinares de Hinojos","Cistus salviifolius","A",1,1,0,0,4,4,1,23.5,0.034745
"500",2018,"Pinares de Hinojos","Cistus salviifolius","B",1,1,3,0,0,3,1,23,0.03458
"501",2018,"Pinares de Hinojos","Cistus salviifolius","C",0,0,0,0,0,0,1,34.5,0.049955
"502",2018,"Pinares de Hinojos","Cistus salviifolius","D",0,0,0,0,0,0,0.625,38.3333333333333,0.03935
"503",2016,"Pinares de Hinojos","Halimium halimifolium","A",0,0,0,0,0,0,1,27,0.0116233333333333
"504",2017,"Pinares de Hinojos","Halimium halimifolium","A",0,0,0,0,0,0,0.8,41.6666666666667,0.0151733333333333
"505",2017,"Pinares de Hinojos","Halimium halimifolium","B",1,1,0,0,1,1,1,33,0.01264
"506",2018,"Pinares de Hinojos","Halimium halimifolium","A",1,1,5,0,0,5,0.571428571428571,41.3333333333333,0.01804
"507",2018,"Pinares de Hinojos","Halimium halimifolium","B",4,4,1,0,6,7,0.4,35,0.01393
"508",2018,"Pinares de Hinojos","Halimium halimifolium","C",5,5,3,4,2,9,0.714285714285714,19.3333333333333,0.00918
"509",2018,"Pinares de Hinojos","Halimium halimifolium","D",1,1,1,0,0,1,0.5,18.5,0.00847
"510",2018,"Pinares de Hinojos","Rosmarinus officinalis","E",1,1,0,0,16,16,0,0,0
"511",2015,"Pino del Cuervo","Asphodelus fistulosus","A",2,3,0,0,4,4,0.292929292929293,6,0.014036
"512",2015,"Pino del Cuervo","Asphodelus fistulosus","B",3,4,0,0,6,6,0.0883838383838384,0,0
"513",2015,"Pino del Cuervo","Cistus crispus","A",0,0,0,0,0,0,0.523809523809524,12.1666666666667,0.00618666666666667
"514",2015,"Pino del Cuervo","Cistus crispus","B",0,0,0,0,0,0,0.8,39.4,0.015832
"515",2015,"Pino del Cuervo","Cistus crispus","C",0,0,0,0,0,0,0,1.5,0.001425
"516",2016,"Pino del Cuervo","Cistus crispus","A",0,2,0,2,4,6,1,21.6666666666667,0.0121833333333333
"517",2016,"Pino del Cuervo","Cistus crispus","B",0,1,0,2,0,2,0.6,36.3333333333333,0.0168666666666667
"518",2017,"Pino del Cuervo","Cistus crispus","A",0,0,0,0,0,0,0.75,49.3333333333333,0.0264266666666667
"519",2017,"Pino del Cuervo","Cistus crispus","B",0,0,0,0,0,0,0.5,26,0.0131366666666667
"520",2018,"Pino del Cuervo","Cistus crispus","A",3,3,0,0,19,19,1,44,0.0241666666666667
"521",2018,"Pino del Cuervo","Cistus crispus","B",2,2,0,1,4,5,0.714285714285714,29.6666666666667,0.0144866666666667
"522",2018,"Pino del Cuervo","Cistus crispus","C",1,1,0,0,2,2,0.75,43.6666666666667,0.0229733333333333
"523",2018,"Pino del Cuervo","Cistus crispus","D",1,1,0,2,0,2,1,40.3333333333333,0.0177333333333333
"524",2015,"Pino del Cuervo","Cistus ladanifer","A",1,1,0,0,1,1,0.944444444444444,348.2,0.114244
"525",2015,"Pino del Cuervo","Cistus ladanifer","B",3,3,0,0,3,3,1,360.666666666667,0.131103333333333
"526",2015,"Pino del Cuervo","Cistus ladanifer","C",1,1,0,1,0,1,0.944444444444444,308,0.113835
"527",2016,"Pino del Cuervo","Cistus ladanifer","A",1,1,0,0,1,1,1,929,0.27028
"528",2016,"Pino del Cuervo","Cistus ladanifer","B",0,0,0,0,0,0,0,352,0.13131
"529",2017,"Pino del Cuervo","Cistus ladanifer","A",2,2,0,1,1,2,1,481.5,0.141975
"530",2017,"Pino del Cuervo","Cistus ladanifer","B",2,2,1,0,1,2,1,601.5,0.22492
"531",2016,"Pino del Cuervo","Cistus salviifolius","A",0,0,0,0,0,0,0,15,0.01065
"532",2016,"Pino del Cuervo","Cistus salviifolius","B",0,0,0,0,0,0,0,13,0.01786
"533",2017,"Pino del Cuervo","Cistus salviifolius","A",1,1,0,0,1,1,0.666666666666667,52,0.050335
"534",2017,"Pino del Cuervo","Cistus salviifolius","B",0,0,0,0,0,0,1,68.3333333333333,0.0617666666666667
"535",2017,"Pino del Cuervo","Cistus salviifolius","C",0,0,0,0,0,0,1,62.6666666666667,0.0667
"536",2018,"Pino del Cuervo","Cistus salviifolius","A",0,0,0,0,0,0,1,52.5,0.058715
