"Year","Site_ID","Plant_gen_sp","plant_id","Fruit_Yes","Fruit_No","Fruit_preyed","Fruit_dispersed","fruit_formado","fruit_total","fruit_proportion","Seeds","Seed_weight","Flower_abundance","freq_total","n_round","time_obs","freq_min","visitatio_rate","S_total"
"2016","Villamanrique_sur","Cistus ladanifer","A",3,0,0,0,3,3,1,316,0.114933333333333,1.8,3,5,5,0.12,0.0666666666666667,3
"2016","Villamanrique_sur","Cistus ladanifer","B",2,0,1,0,3,3,1,211.333333333333,0.0729833333333333,3.6,8,5,5,0.32,0.0888888888888889,2
"2019","Villamanrique_sur","Cistus ladanifer","B",1,0,1,0,2,2,1,681.5,0.159565,11,3,1,3,1,0.0909090909090909,1
"2019","Villamanrique_sur","Cistus ladanifer","C",1,0,0,0,1,1,1,1060,0.26571,9,4,1,3,1.33333333333333,0.148148148148148,1
"2016","Villamanrique_sur","Cistus salviifolius","A",0,0,2,0,2,2,1,10.5,0.01584,5.5,9,3,5,0.6,0.109090909090909,1
"2016","Villamanrique_sur","Cistus salviifolius","B",2,0,0,0,2,2,1,13.5,0.0218,3,1,3,5,0.0666666666666667,0.0222222222222222,1
"2019","Villamanrique_sur","Halimium calycinum","A",4,0,0,0,4,4,1,3.33333333333333,0.01337,32.6666666666667,4,3,3,0.444444444444444,0.0136054421768707,2
"2019","Villamanrique_sur","Halimium calycinum","B",3,0,0,0,3,3,1,3.66666666666667,0.01454,29,12,4,3,1,0.0344827586206897,3
"2019","Villamanrique_sur","Halimium calycinum","C",6,0,0,0,6,6,1,2,0.00760333333333333,24,23,3,3,2.55555555555556,0.106481481481481,3
"2017","Villamanrique_sur","Lavandula pedunculata","A",88,42,0,0,88,130,0.676923076923077,1.33333333333333,0.00057,50,11,1,3,3.66666666666667,0.0733333333333333,2
"2015","Villamanrique_sur","Lavandula stoechas","A",108,15,6,0,114,129,0.883720930232558,2.33333333333333,0.000613333333333333,47.25,15,3,5,1,0.0211640211640212,3
"2015","Villamanrique_sur","Lavandula stoechas","B",311,61,2,0,313,374,0.836898395721925,0.8,0.000874,27,16,3,5,1.06666666666667,0.0395061728395062,1
