"Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp"
"Xylocopa cantabrita","Aznalcazar","Curro",13,5,2019,"10:30:00",8,"sol",25,40,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,5,12,"Cistus crispus"
"Xylocopa cantabrita","Laguna_del_ojillo","Curro",4,2,2020,"12:00:00",1,"sol",19,59,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,150,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",11,5,2018,"13:23:00",7,"sol",23,45,"suave",NA,"Halimium","halimifolium","HHC","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,8,97,"Halimium halimifolium"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",4,2,2020,"14:00:00",1,"sol",22,40,"suave",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,2000,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",4,2,2020,"14:00:00",1,"sol",22,40,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,1,200,"Salvia rosmarinus"
"Xylocopa cantabrita","Aznalcazar","Curro",5,2,2020,"11:00:00",1,"sol",16,53,"sin_viento",NA,"Asphodelus","fistulosus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,7,41,"Asphodelus fistulosus"
"Xylocopa cantabrita","Aznalcazar","Curro",5,2,2020,"11:00:00",1,"sol",16,53,"sin_viento",NA,"Asphodelus","fistulosus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,5,7,"Asphodelus fistulosus"
"Xylocopa cantabrita","Villamanrique_este","Curro",5,2,2020,"13:05:00",1,"sol",19,50,"suave",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,100,"Salvia rosmarinus"
"Xylocopa cantabrita","El_pozo","Curro",7,5,2020,"13:00:00",9,"sol",25,45,"suave",NA,"Halimium","halimifolium","B in",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,18,"Halimium halimifolium"
"Xylocopa cantabrita","Pinares_de_hinojos","Oscar",25,4,2016,"10:30:00",5,"sol",20,40,"suave","observado fuera de transecto",NA,NA,NA,"Hymenoptera","out",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,NA,"NA NA"
"Xylocopa cantabrita","La_rocina","Curro",11,2,2020,"11:50:00",2,"sol",16,63,"sin_viento",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,900,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",11,2,2020,"11:50:00",2,"sol",16,63,"sin_viento",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,230,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",11,2,2020,"11:50:00",2,"sol",16,63,"sin_viento",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,300,"Salvia rosmarinus"
"Xylocopa cantabrita","Aznalcazar","Curro",17,5,2018,"10:30:00",8,"sol_y_nubes",25,34,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,8,40,"Cistus crispus"
"Xylocopa cantabrita","Aznalcazar","Curro",17,5,2018,"10:30:00",8,"sol_y_nubes",25,34,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,5,56,"Cistus crispus"
"Xylocopa cantabrita","Aznalcazar","Curro",13,2,2020,"11:30:00",2,"sol_y_nubes",17,56,"suave",NA,"Asphodelus","fistulosus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,6,23,"Asphodelus fistulosus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",17,5,2018,"16:00:00",8,"sol",31,20,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,6,32,"Cistus crispus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",18,2,2020,"12:30:00",3,"sol",18,46,"fuerte",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,7,600,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",18,2,2020,"12:30:00",3,"sol",18,46,"fuerte",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,1,600,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",18,2,2020,"12:30:00",3,"sol",18,46,"fuerte",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,7,100,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",18,2,2020,"15:00:00",3,"sol",21,42,"suave",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,6,750,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",18,2,2020,"15:00:00",3,"sol",21,42,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,5000,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",18,2,2020,"15:00:00",3,"sol",21,42,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,5000,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",18,2,2020,"15:00:00",3,"sol",21,42,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,4000,"Salvia rosmarinus"
"Xylocopa cantabrita","Aznalcazar","Curro",19,2,2020,"10:30:00",3,"sol",16,74,"moderado",NA,"Asphodelus","fistulosus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,7,110,"Asphodelus fistulosus"
"Xylocopa cantabrita","Aznalcazar","Curro",19,2,2020,"10:30:00",3,"sol",16,74,"moderado",NA,"Asphodelus","fistulosus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,110,"Asphodelus fistulosus"
"Xylocopa cantabrita","Aznalcazar","Curro",19,2,2020,"10:30:00",3,"sol",16,74,"moderado",NA,"Asphodelus","fistulosus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,5,80,"Asphodelus fistulosus"
"Xylocopa cantabrita","Aznalcazar","Curro",19,2,2020,"10:30:00",3,"sol",16,74,"moderado",NA,"Asphodelus","fistulosus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,130,"Asphodelus fistulosus"
"Xylocopa cantabrita","Villamanrique_sur","Curro",23,5,2018,"11:00:00",9,"nubes",25,49,"sin_viento",NA,"Cistus","crispus","CCD","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,8,22,"Cistus crispus"
"Xylocopa cantabrita","Pinares_de_hinojos","Curro",23,5,2018,"13:40:00",9,"nubes",26,40,"suave",NA,"Halimium","halimifolium","HHB","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,41,"Halimium halimifolium"
"Xylocopa cantabrita","Aznalcazar","Curro",28,5,2018,"11:00:00",9,"nubes",24,41,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,25,"Cistus crispus"
"Xylocopa cantabrita","Cotito_de_santa_teresa","Curro",6,6,2018,"15:30:00",10,"sol_y_nubes",26,36,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,5,8,"Cistus crispus"
"Xylocopa cantabrita","Aznalcazar","Mary",1,3,2017,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Asphodelus","fistulosus","AFC","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,1,5,"Asphodelus fistulosus"
"Xylocopa cantabrita","Cotito_de_santa_teresa","Mary",2,3,2017,"12:00:00",2,"sol",22.2,46,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"unknown",NA,NA,1,380,"Salvia rosmarinus"
"Xylocopa cantabrita","Convento_de_la_luz","Curro",11,2,2019,"13:45:00",1,"sol",18.5,36,"suave",NA,"Salvia","rosmarinus","D",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,200,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Mary",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"unknown",NA,NA,1,280,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",27,2,2020,"12:30:00",4,"sol",19,55,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,110,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",27,2,2020,"12:30:00",4,"sol",19,55,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,6,120,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",27,2,2020,"12:30:00",4,"sol",19,55,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,120,"Salvia rosmarinus"
"Xylocopa cantabrita","Laguna_del_ojillo","Curro",27,2,2020,"14:30:00",4,"sol",24,45,"moderado",NA,"Lavandula","pedunculata","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,220,"Lavandula pedunculata"
"Xylocopa cantabrita","Laguna_del_ojillo","Curro",27,2,2020,"14:30:00",4,"sol",24,45,"moderado",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,150,"Salvia rosmarinus"
"Xylocopa cantabrita","Aznalcazar","Curro",9,3,2020,"10:30:00",5,"sol",19,NA,"suave",NA,"Teucrium","fruticans","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,1,42,"Teucrium fruticans"
"Xylocopa cantabrita","Aznalcazar","Curro",9,3,2020,"10:30:00",5,"sol",19,NA,"suave",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,10,200,"Lavandula pedunculata"
"Xylocopa cantabrita","Aznalcazar","Curro",22,2,2019,"11:00:00",2,"sol",18,50,"suave",NA,"Asphodelus","fistulosus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,4,9,"Asphodelus fistulosus"
"Xylocopa cantabrita","Niebla","Curro",25,2,2019,"10:40:00",2,"sol",17,53,"suave",NA,"Lavandula","pedunculata","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,150,"Lavandula pedunculata"
"Xylocopa cantabrita","La_rocina","Curro",26,2,2019,"13:30:00",2,"sol",19,40,"moderado",NA,"Halimium","calycinum","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,30,"Halimium calycinum"
"Xylocopa cantabrita","Aznalcazar","Curro",15,2,2021,"10:30:00",3,"sol",12,80,"suave",NA,"Asphodelus","ramosus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,12,"Asphodelus ramosus"
"Xylocopa cantabrita","La_rocina","Curro",26,2,2019,"13:30:00",2,"sol",19,40,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,400,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",26,2,2019,"13:30:00",2,"sol",19,40,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,1,400,"Salvia rosmarinus"
"Xylocopa cantabrita","El_pozo","Curro",26,2,2019,"16:30:00",2,"sol",23,25,"fuerte",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,200,"Salvia rosmarinus"
"Xylocopa cantabrita","Aznalcazar","Curro",11,3,2019,"11:00:00",3,"sol",22,45,"suave",NA,"Teucrium","fruticans","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,35,"Teucrium fruticans"
"Xylocopa cantabrita","El_pozo","Curro",11,3,2020,"15:00:00",5,"sol_y_nubes",27,NA,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,1000,"Salvia rosmarinus"
"Xylocopa cantabrita","Villamanrique_este","Curro",15,2,2021,"15:00:00",3,"sol",20,59,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,1000,"Salvia rosmarinus"
"Xylocopa cantabrita","Aznalcazar","Curro",11,3,2019,"11:00:00",3,"sol",22,45,"suave",NA,"Lavandula","pedunculata","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,10,400,"Lavandula pedunculata"
"Xylocopa cantabrita","Aznalcazar","Curro",11,3,2019,"11:00:00",3,"sol",22,45,"suave",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,5,300,"Lavandula pedunculata"
"Xylocopa cantabrita","Laguna_del_ojillo","Curro",12,3,2020,"11:00:00",5,"sol_y_nubes",18,NA,"moderado",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,300,"Lavandula pedunculata"
"Xylocopa cantabrita","Aznalcazar","Curro",24,3,2020,"10:30:00",6,"sol_y_nubes",17,60,"fuerte",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,8,2000,"Lavandula pedunculata"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",26,3,2020,"10:30:00",6,"sol",19,49,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,120,"Salvia rosmarinus"
"Xylocopa cantabrita","Villamanrique_este","Curro",25,3,2019,"11:30:00",4,"sol",22,40,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,10,80,"Salvia rosmarinus"
"Xylocopa cantabrita","Aznalcazar","Curro",7,4,2020,"10:00:00",7,"sol",17,55,"suave",NA,"Teucrium","fruticans","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,42,"Teucrium fruticans"
"Xylocopa cantabrita","Aznalcazar","Curro",7,4,2020,"10:00:00",7,"sol",17,55,"suave",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,200,"Lavandula pedunculata"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",3,3,2021,"12:00:00",4,"sol",20,78,"moderado",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,5,700,"Salvia rosmarinus"
"Xylocopa cantabrita","Laguna_del_ojillo","Curro",3,3,2021,"14:00:00",4,"sol",21,56,"fuerte",NA,"Lavandula","pedunculata","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,7,300,"Lavandula pedunculata"
"Xylocopa cantabrita","Laguna_del_ojillo","Curro",3,3,2021,"14:00:00",4,"sol",21,56,"fuerte",NA,"Lavandula","pedunculata","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,240,"Lavandula pedunculata"
"Xylocopa cantabrita","Pinares_de_hinojos","Curro",7,4,2020,"15:30:00",7,"sol",22,40,"suave",NA,"Anchusa","calcarea","Pull",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,7,150,"Anchusa calcarea"
"Xylocopa cantabrita","Niebla","Curro",28,3,2019,"15:00:00",4,"sol",24,22,"fuerte",NA,"Cistus","monspeliensis","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,1,35,"Cistus monspeliensis"
"Xylocopa cantabrita","Cotito_de_santa_teresa","Curro",9,4,2019,"14:30:00",5,"sol",26,35,"moderado",NA,"Cistus","salviifolius","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,50,"Cistus salviifolius"
"Xylocopa cantabrita","Convento_de_la_luz","Patrick & Crona",21,3,2018,"15:00:00",4,"sol",21,40,"sin_viento",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,6,200,"Salvia rosmarinus"
"Xylocopa cantabrita","Convento_de_la_luz","Patrick & Crona",21,3,2018,"15:00:00",4,"sol",21,40,"sin_viento",NA,"Salvia","rosmarinus","ROE","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,8,120,"Salvia rosmarinus"
"Xylocopa cantabrita","La_rocina","Curro",10,4,2019,"14:30:00",5,"sol",18,41,"fuerte",NA,"Lavandula","stoechas","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,100,"Lavandula stoechas"
"Xylocopa cantabrita","Aznalcazar","Curro",11,4,2019,"10:30:00",5,"sol",16,52,"suave",NA,"Lavandula","pedunculata","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,15,120,"Lavandula pedunculata"
"Xylocopa cantabrita","Aznalcazar","Curro",11,4,2019,"10:30:00",5,"sol",16,52,"suave",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,25,50,"Lavandula pedunculata"
"Xylocopa cantabrita","Aznalcazar","Curro",22,3,2018,"10:00:00",4,"sol",13,33,"sin_viento",NA,"Asphodelus","fistulosus","AFD","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,7,25,"Asphodelus fistulosus"
"Xylocopa cantabrita","El_pozo","Curro",8,4,2020,"10:30:00",7,"sol_y_nubes",17,65,"moderado",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,200,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",8,4,2020,"12:30:00",7,"sol_y_nubes",19,58,"moderado",NA,"Cistus","salviifolius","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,37,"Cistus salviifolius"
"Xylocopa cantabrita","Aznalcazar","Curro",21,4,2020,"10:00:00",8,"sol",17,70,"suave",NA,"Teucrium","fruticans","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,6,19,"Teucrium fruticans"
"Xylocopa cantabrita","Aznalcazar","Curro",21,4,2020,"10:00:00",8,"sol",17,70,"suave",NA,"Teucrium","fruticans","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,5,25,"Teucrium fruticans"
"Xylocopa cantabrita","Aznalcazar","Curro",22,4,2019,"13:30:00",6,"sol",25,40,"suave",NA,"Teucrium","fruticans","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,5,12,"Teucrium fruticans"
"Xylocopa cantabrita","Aznalcazar","Curro",6,4,2018,"10:30:00",5,"sol",17,56,"suave",NA,"Cistus","ladanifer","CLD","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,16,"Cistus ladanifer"
"Xylocopa cantabrita","Pinares_de_hinojos","Curro",29,4,2019,"11:30:00",6,"sol",17,60,"sin_viento",NA,"Cistus","libanotis","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,33,"Cistus libanotis"
"Xylocopa cantabrita","Pinares_de_hinojos","Curro",29,4,2019,"11:30:00",6,"sol",17,60,"sin_viento",NA,"Cistus","libanotis","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,9,69,"Cistus libanotis"
"Xylocopa cantabrita","Cotito_de_santa_teresa","Curro",29,4,2019,"13:45:00",6,"sol",26,33,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,28,"Cistus crispus"
"Xylocopa cantabrita","Bonares","Curro",18,3,2021,"12:00:00",5,"sol",17,35,"fuerte",NA,"Lavandula","stoechas","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,540,"Lavandula stoechas"
"Xylocopa cantabrita","Urbanizaciones","Curro",22,4,2020,"16:00:00",8,"sol",22,50,"moderado",NA,"Cistus","libanotis","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,37,"Cistus libanotis"
"Xylocopa cantabrita","Aznalcazar","Curro",23,4,2018,"11:00:00",6,"sol",22,30,"fuerte",NA,"Teucrium","fruticans","TFA","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,68,"Teucrium fruticans"
"Xylocopa cantabrita","El_pozo","Curro",23,4,2020,"12:00:00",8,"sol",22,67,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,43,"Cistus crispus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",1,5,2019,"14:30:00",7,"sol",29,44,"moderado",NA,"Lavandula","stoechas","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,100,"Lavandula stoechas"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",23,4,2020,"14:00:00",8,"sol_y_nubes",24,55,"moderado",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,60,"Cistus crispus"
"Xylocopa cantabrita","Aznalcazar","Curro",2,5,2019,"10:15:00",7,"sol",21,52,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,38,"Cistus crispus"
"Xylocopa cantabrita","Villamanrique_sur","Curro",2,5,2019,"11:30:00",7,"sol",26,32,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,5,32,"Cistus crispus"
"Xylocopa cantabrita","Villamanrique_este","Curro",2,5,2019,"13:00:00",7,"sol",28,30,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,35,"Cistus crispus"
"Xylocopa cantabrita","La_rocina","Curro",23,4,2020,"17:00:00",8,"sol_y_nubes",24,51,"fuerte",NA,"Lavandula","stoechas","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,180,"Lavandula stoechas"
"Xylocopa cantabrita","Cotito_de_santa_teresa","Curro",3,5,2019,"11:30:00",7,"sol",26,31,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,27,"Cistus crispus"
"Xylocopa cantabrita","Cotito_de_santa_teresa","Curro",27,4,2018,"15:15:00",6,"sol_y_nubes",22,43,"suave",NA,"Lavandula","stoechas","LSB","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,100,"Lavandula stoechas"
"Xylocopa cantabrita","Urbanizaciones","Curro",4,5,2020,"14:00:00",9,"sol",26,40,"fuerte",NA,"Galactites","tomentosa","pull",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,28,"Galactites tomentosa"
"Xylocopa cantabrita","Esparragal","Curro",14,5,2019,"10:30:00",8,"sol",24,35,"moderado",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,17,"Cistus crispus"
"Xylocopa cantabrita","Aznalcazar","Curro",5,5,2020,"10:00:00",9,"sol",21,55,"suave",NA,"Galactites","tomentosa","pull",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,3,90,"Galactites tomentosa"
"Xylocopa cantabrita","Villamanrique_sur","Curro",5,5,2020,"12:00:00",9,"sol",23,52,"suave",NA,"Cistus","crispus","C in",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,28,"Cistus crispus"
"Xylocopa cantabrita","La_rocina","Curro",27,2,2020,"16:30:00",4,"sol",25,42,"fuerte",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,9,230,"Salvia rosmarinus"
"Xylocopa cantabrita","El_pozo","Curro",11,5,2018,"15:30:00",7,"sol",24,40,"suave",NA,"Halimium","halimifolium","HHA","Hymenoptera","focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,NA,"Halimium halimifolium"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",4,2,2020,"14:00:00",1,"sol",22,40,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,2,200,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",4,2,2020,"14:00:00",1,"sol",22,40,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,200,"Salvia rosmarinus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",7,5,2020,"11:00:00",9,"sol",22,39,"moderado",NA,"Lavandula","stoechas","E in",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,4,80,"Lavandula stoechas"
"Xylocopa cantabrita","Villamanrique_este","Curro",24,3,2021,"10:00:00",6,"sol",20,79,"suave",NA,"Cistus","ladanifer","C",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,2,12,"Cistus ladanifer"
"Xylocopa cantabrita","Esparragal","Curro",18,5,2020,"16:00:00",10,"sol",29,30,"suave",NA,"Cistus","crispus","D in",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"female",NA,NA,1,5,"Cistus crispus"
"Xylocopa cantabrita","Pino_del_cuervo","Curro",11,2,2020,"14:00:00",2,"sol",20,55,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Xylocopa","cantabrita",NA,"male",NA,NA,3,600,"Salvia rosmarinus"
