"Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp"
"Agapanthia asphodeli","Niebla","Oscar",29,4,2015,"10:25:00",5,"sol",21,36,"sin_viento",NA,"Thapsia","villosa",NA,"Coleoptera","out",NA,"not_captured","Agapanthia","asphodeli",NA,"male",NA,NA,2,NA,"Thapsia villosa"
"Amegilla albigena","Villamanrique_sur","Curro",9,6,2015,"11:00:00",7,"sol",29.5,39,"suave",NA,"Mirtus","communis","A","Hymenoptera","focal",NA,"BF623","Amegilla","albigena",NA,"female",NA,NA,6,1000,"Myrtus communis"
"Amegilla albigena","Villamanrique_sur","Curro",9,6,2015,"11:00:00",7,"sol",29.5,39,"suave",NA,"Mirtus","communis","B","Hymenoptera","focal",NA,"BF618","Amegilla","albigena",NA,"female",NA,NA,7,1000,"Myrtus communis"
"Amegilla albigena","Las_mulas","Curro",9,6,2015,"15:30:00",7,"sol",37,26,"suave",NA,"Mirtus","communis","A","Hymenoptera","focal",NA,"BF617","Amegilla","albigena",NA,"female",NA,NA,6,1000,"Myrtus communis"
"Amegilla albigena","Villamanrique_sur","Curro",9,6,2015,"11:00:00",7,"sol",29.5,39,"suave",NA,"Mirtus","communis","B","Hymenoptera","focal",NA,"BF620","Amegilla","albigena",NA,"female",NA,NA,5,1000,"Myrtus communis"
"Amegilla albigena","Las_mulas","Curro",9,6,2015,"16:00:00",7,"sol",37,26,"suave",NA,"Mirtus","communis","B","Hymenoptera","focal",NA,"BF619","Amegilla","albigena",NA,"female",NA,NA,7,500,"Myrtus communis"
"Amegilla albigena","La_rocina","Curro",10,6,2015,"9:10:00",7,"sol_y_nubes",26,58,"suave",NA,"Mirtus","communis","B","Hymenoptera","focal",NA,"BF622","Amegilla","albigena",NA,"female",NA,NA,11,500,"Myrtus communis"
"Amegilla fasciata","La_rocina","Curro",10,6,2015,"9:10:00",7,"sol_y_nubes",26,58,"suave",NA,"Mirtus","communis","A","Hymenoptera","focal",NA,"BF616","Amegilla","fasciata",NA,"female",NA,NA,13,800,"Myrtus communis"
"Amegilla quadrifasciata","Aznalcazar","Curro",26,5,2015,"10:00:00",7,"sol_y_nubes",29,40,"sin_viento",NA,"Mirtus","communis",NA,"Hymenoptera","out",NA,"BF624","Amegilla","quadrifasciata",NA,"female",NA,NA,2,NA,"Myrtus communis"
"Amegilla sp","Villamanrique_este","Oscar",14,4,2016,"13:30:00",4,"sol_y_nubes",21,NA,"suave","observado fuera de transecto","Echium","vulgare",NA,"Hymenoptera","out",NA,NA,"Amegilla","sp",NA,"male",NA,NA,1,NA,"Echium vulgare"
"Amegilla sp","Pinares_de_hinojos","Curro",10,6,2015,"16:30:00",7,"sol_y_nubes",32,34,"moderado",NA,"Mirtus","communis","A","Hymenoptera","focal",NA,"not_captured","Amegilla","sp",NA,"female","4",NA,6,400,"Myrtus communis"
"Ammobates punctatus","Aznalcazar","Oscar",14,4,2016,"11:30:00",4,"sol_y_nubes",17,NA,"sin_viento","observado fuera de transecto","Echium sp",NA,NA,"Hymenoptera","out",NA,NA,"Ammobates","punctatus",NA,"unknown",NA,NA,2,NA,"Echium sp"
"Andrena abrupta","El_pozo","Oscar",30,4,2015,"18:15:00",5,"sol",30,31,"sin_viento",NA,"Lavandula","stoechas",NA,"Hymenoptera","out",NA,"BF300","Andrena","abrupta",NA,"male",NA,NA,1,NA,"Lavandula stoechas"
"Andrena sp","Convento_de_la_luz","Oscar",17,3,2016,"13:45:00",2,"sol",24,36,"suave","observado fuera de transecto","Tamarix","gallica",NA,"Hymenoptera","out",NA,NA,"Andrena","sp",NA,"female",NA,NA,1,NA,"Tamarix gallica"
"Andrena agilissima","Urbanizaciones","Curro",22,5,2018,"12:00:00",9,"sol_y_nubes",25,45,"sin_viento",NA,"Halimium","halimifolium","HHA","Hymenoptera","focal",NA,NA,"Andrena","agilissima",NA,"female",NA,NA,2,19,"Halimium halimifolium"
"Andrena agilissima","Esparragal","Oscar",16,3,2016,"13:40:00",2,"sol",23,31,"suave","Observado fuera de transecto; foto","Raphanus","raphanistrum",NA,"Hymenoptera","out",NA,NA,"Andrena","agilissima",NA,"unknown",NA,NA,1,NA,"Raphanus raphanistrum"
"Andrena agilissima","Convento_de_la_luz","Mary",22,3,2017,"14:40:00",3,"sol_y_nubes",20,40,"fuerte",NA,"Cistus","ladanifer","CLA","Hymenoptera","focal",NA,NA,"Andrena","agilissima",NA,"female",NA,NA,1,6,"Cistus ladanifer"
"Andrena agilissima","Urbanizaciones","Curro",22,5,2018,"12:00:00",9,"sol_y_nubes",25,45,"sin_viento",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Andrena","agilissima",NA,"female",NA,NA,3,8,"Cistus crispus"
"Andrena angustior","Convento_de_la_luz","Oscar",29,3,2015,"10:40:00",3,"sol",17,45,"suave",NA,"Cistus","salviifolius","C","Hymenoptera","focal",NA,"BF285","Andrena","angustior",NA,"female",NA,NA,2,6,"Cistus salviifolius"
"Andrena angustior","Las_mulas","Oscar",10,4,2015,"9:40:00",4,"sol_y_nubes",19,66,"suave","sombra","Cistus","salviifolius","A","Hymenoptera","focal",NA,"BF330","Andrena","angustior",NA,"female",NA,NA,2,9,"Cistus salviifolius"
"Andrena carbonaria","Aznalcazar","Oscar",10,4,2015,"14:15:00",4,"sol_y_nubes",24,43,"suave",NA,"Cistus","crispus",NA,"Hymenoptera","out",NA,"BF703","Andrena","carbonaria",NA,"male",NA,NA,2,NA,"Cistus crispus"
"Andrena cinerea","Urbanizaciones","Curro",26,4,2018,"14:00:00",6,NA,30,25,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Andrena","cinerea","elliptica","female",NA,NA,1,9,"Cistus crispus"
"Andrena cinerea","Pino_del_cuervo","Oscar",13,4,2015,"12:45:00",4,"sol",25,42,"suave",NA,"Cistus","salviifolius",NA,"Hymenoptera","out",NA,"BF289","Andrena","cinerea",NA,"female",NA,NA,1,NA,"Cistus salviifolius"
"Andrena cinerea","Esparragal","Oscar",20,4,2015,"11:40:00",5,"sol",20,34,"moderado",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,"BF65","Andrena","cinerea",NA,"female",NA,NA,1,7,"Cistus salviifolius"
"Andrena cinerea","Laguna_del_ojillo","Curro",14,2,2020,"12:00:00",2,"sol",15,65,"moderado",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Andrena","cinerea","elliptica","male",NA,NA,1,150,"Salvia rosmarinus"
"Andrena cinerea","Convento_de_la_luz","Curro",22,5,2018,"10:50:00",9,"nubes",24,40,"sin_viento",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,"BF1180","Andrena","cinerea","elliptica","female",NA,NA,1,2,"Cistus crispus"
"Andrena cinerea","La_rocina","Curro",14,3,2019,"10:44:00",3,"sol",17,60,"fuerte",NA,"Salvia","rosmarinus","A",NA,"focal",NA,"BF1383","Andrena","cinerea","elliptica","female",NA,NA,3,100,"Salvia rosmarinus"
"Andrena cinerea","El_pozo","Curro",26,3,2020,"12:00:00",6,"sol",22,43,"moderado",NA,"Erica","umbellata","C",NA,"focal",NA,NA,"Andrena","cinerea","elliptica","male",NA,NA,2,400,"Erica umbellata"
"Andrena cinerea","El_pozo","Curro",8,4,2020,"10:30:00",7,"sol_y_nubes",17,65,"moderado",NA,"Erica","umbellata","C",NA,"focal",NA,NA,"Andrena","cinerea","elliptica","female",NA,NA,2,400,"Erica umbellata"
"Andrena cinerea","El_pozo","Curro",26,3,2020,"12:00:00",6,"sol",22,43,"moderado",NA,"Erica","umbellata","A",NA,"focal",NA,NA,"Andrena","cinerea","elliptica","male",NA,NA,3,800,"Erica umbellata"
"Andrena flavipes","Bonares",NA,21,4,2021,"14:45:00",8,"sol_y_nubes",25,40,"fuerte",NA,"Lavandula","stoechas","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,900,"Lavandula stoechas"
"Andrena flavipes","Villamanrique_sur","Oscar",27,3,2015,"16:10:00",3,"sol",27,31,"suave",NA,"Halimium","calycinum","B","Hymenoptera","focal",NA,"PERDIDO","Andrena","flavipes",NA,"female",NA,NA,1,11,"Halimium calycinum"
"Andrena flavipes","Bonares","Patrick & Crona",27,3,2018,"10:40:00",4,"sol",14,63,"sin_viento",NA,"Cistus","salviifolius","CSC","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,20,"Cistus salviifolius"
"Andrena flavipes","Urbanizaciones","Oscar",29,3,2015,"12:10:00",3,"sol",22,35,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"BF283","Andrena","flavipes",NA,"female",NA,NA,2,43,"Lavandula stoechas"
"Andrena flavipes","Laguna_del_ojillo","Curro",4,2,2020,"12:00:00",1,"sol",19,59,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,300,"Salvia rosmarinus"
"Andrena flavipes","La_cunya","Oscar",7,4,2015,"17:00:00",4,"nubes",27,35,"sin_viento",NA,"Echium","plantagineum","A","Hymenoptera","focal",NA,"not_captured","Andrena","flavipes",NA,"female",NA,NA,1,25,"Echium plantagineum"
"Andrena flavipes","La_cunya","Oscar",7,4,2015,"17:00:00",4,"nubes",27,35,"sin_viento",NA,"Cistus","salviifolius",NA,"Hymenoptera","out",NA,"BF276","Andrena","flavipes",NA,"female",NA,NA,2,NA,"Cistus salviifolius"
"Andrena flavipes","Villamanrique_este","Oscar",10,4,2015,"11:20:00",4,"sol",21.9,60,"suave",NA,"Cistus","salviifolius",NA,"Hymenoptera","out",NA,"BF105","Andrena","flavipes",NA,"female",NA,NA,1,NA,"Cistus salviifolius"
"Andrena flavipes","Villamanrique_este","Oscar",10,4,2015,"11:20:00",4,"sol",21.9,60,"suave",NA,"Cistus","salviifolius",NA,"Hymenoptera","out",NA,"BF140","Andrena","flavipes",NA,"female",NA,NA,2,NA,"Cistus salviifolius"
"Andrena flavipes","Esparragal","Curro",6,6,2018,"11:00:00",10,"sol_y_nubes",22,46,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,12,"Cistus crispus"
"Andrena flavipes","Aznalcazar","Oscar",28,4,2015,"10:35:00",5,"sol",18,46,"sin_viento",NA,"Cistus","crispus","A","Hymenoptera","focal","Foto","BF142","Andrena","flavipes",NA,"female",NA,NA,1,7,"Cistus crispus"
"Andrena flavipes","Villamanrique_este","Oscar",28,4,2015,"15:25:00",5,"sol",28,29,"sin_viento",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,"not_captured","Andrena","flavipes",NA,"female",NA,NA,1,NA,"Cistus crispus"
"Andrena flavipes","El_pozo","Curro",11,3,2020,"15:00:00",5,"sol_y_nubes",27,NA,"moderado",NA,"Erica","umbellata","B",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,4,500,"Erica umbellata"
"Andrena flavipes","La_rocina","Oscar",6,5,2015,"10:40:00",6,"sol",22,36,"moderado",NA,"Anchusa","azurea",NA,"Hymenoptera","out",NA,"BF333","Andrena","flavipes",NA,"female",NA,NA,2,NA,"Anchusa azurea"
"Andrena flavipes","El_pozo","Curro",27,3,2019,"10:00:00",4,"sol",17,35,"fuerte",NA,"Cistus","ladanifer","B",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,4,5,"Cistus ladanifer"
"Andrena flavipes","Convento_de_la_luz","Oscar",5,3,2016,"12:20:00",1,"sol",23,32,"suave","foto","Cistus","ladanifer","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,18,"Cistus ladanifer"
"Andrena flavipes","Convento_de_la_luz","Curro",30,4,2019,"12:30:00",6,"sol",30,32,"suave",NA,"Halimium","halimifolium","B",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,105,"Halimium halimifolium"
"Andrena flavipes","Urbanizaciones","Curro",26,4,2018,"14:00:00",6,"sol_y_nubes",30,25,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,4,15,"Cistus crispus"
"Andrena flavipes","Niebla","Curro",7,5,2019,"14:00:00",7,"sol",28,30,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,"BF1408","Andrena","flavipes",NA,"female",NA,NA,5,13,"Cistus crispus"
"Andrena flavipes","Niebla","Oscar",21,4,2016,"11:10:00",4,"nubes",16,NA,"suave","observado fuera de transecto",NA,NA,NA,"Hymenoptera","out",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,NA,"NA NA"
"Andrena flavipes","Esparragal","Curro",29,5,2018,"11:30:00",9,"sol_y_nubes",20,47,"moderado",NA,"Cistus","crispus","CCD","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,5,26,"Cistus crispus"
"Andrena flavipes","Esparragal","Curro",6,6,2018,"11:00:00",10,"sol_y_nubes",22,46,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,8,"Cistus crispus"
"Andrena flavipes","Convento_de_la_luz","Curro",13,3,2019,"12:30:00",3,"sol",21,38,"suave",NA,"Cistus","ladanifer","C",NA,"focal",NA,"BF1322","Andrena","flavipes",NA,"female",NA,NA,3,13,"Cistus ladanifer"
"Andrena flavipes","El_pozo","Curro",7,2,2018,"11:46:00",1,"sol",15.6,34,"suave",NA,"Erica","ciliaris","ECA","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,12,1000,"Erica ciliaris"
"Andrena flavipes","Las_mulas","Patrick & Crona",22,2,2018,"14:00:00",2,"sol",NA,NA,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"male",NA,NA,30,250,"Salvia rosmarinus"
"Andrena flavipes","Villamanrique_este","Curro",7,4,2020,"13:30:00",7,"sol",22,42,"suave",NA,"Cistus","ladanifer","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,9,"Cistus ladanifer"
"Andrena flavipes","Pino_del_cuervo","Curro",22,3,2021,"14:05:00",6,"sol",21,59,"suave",NA,"Erica","cinerea","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,4,1000,"Erica cinerea"
"Andrena flavipes","La_rocina","Curro",27,2,2020,"16:30:00",4,"sol",25,42,"fuerte",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,4,240,"Salvia rosmarinus"
"Andrena flavipes","Villamanrique_este","Curro",5,5,2020,"14:00:00",9,"sol_y_nubes",25,47,"fuerte",NA,"Cistus","crispus","D in",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,48,"Cistus crispus"
"Andrena flavipes","Pino_del_cuervo","Curro",4,2,2020,"14:00:00",1,"sol",22,40,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,"FOTO","Andrena","flavipes",NA,"female",NA,NA,1,200,"Salvia rosmarinus"
"Andrena flavipes","Urbanizaciones","Curro",23,3,2021,"16:00",6,"sol",25,57,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,1000,"Salvia rosmarinus"
"Andrena flavipes","Esparragal","Curro",18,5,2020,"16:00:00",10,"sol",29,30,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,6,"Cistus crispus"
"Andrena flavipes","El_pozo","Curro",11,2,2020,"16:30:00",2,"sol",21,50,"suave",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,500,"Salvia rosmarinus"
"Andrena flavipes","Aznalcazar","Curro",17,5,2018,"10:30:00",8,"sol_y_nubes",25,34,"suave",NA,"Cistus","crispus","CCD","Hymenoptera","focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,5,38,"Cistus crispus"
"Andrena flavipes","El_pozo","Curro",27,2,2020,"10:30:00",4,"sol",17,60,"suave",NA,"Erica","arborea","B",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,100,"Erica arborea"
"Andrena flavipes","Pino_del_cuervo","Curro",14,2,2019,"13:30:00",1,"sol",18,48,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,500,"Salvia rosmarinus"
"Andrena flavipes","Aznalcazar","Curro",9,3,2020,"10:30:00",5,"sol",19,NA,"suave",NA,"Cistus","ladanifer","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,9,"Cistus ladanifer"
"Andrena flavipes","El_pozo","Curro",26,3,2020,"12:00:00",6,"sol",22,43,"moderado",NA,"Cistus","ladanifer","B",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,14,"Cistus ladanifer"
"Andrena flavipes","Villamanrique_este","Curro",4,3,2021,"14:00:00",4,"sol",19,45,"moderado",NA,"Salvia","rosmarinus","C in",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,250,"Salvia rosmarinus"
"Andrena flavipes","El_pozo","Curro",8,4,2020,"10:30:00",7,"sol_y_nubes",17,65,"moderado",NA,"Erica","umbellata","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,1200,"Erica umbellata"
"Andrena flavipes","El_pozo","Curro",8,4,2020,"10:30:00",7,"sol_y_nubes",17,65,"moderado",NA,"Erica","umbellata","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,1200,"Erica umbellata"
"Andrena flavipes","El_pozo","Curro",8,4,2020,"10:30:00",7,"sol_y_nubes",17,65,"moderado",NA,"Cistus","ladanifer","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,15,"Cistus ladanifer"
"Andrena flavipes","Aznalcazar","Curro",21,4,2020,"10:00:00",8,"sol",17,70,"suave",NA,"Cistus","monspeliensis","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,4,120,"Cistus monspeliensis"
"Andrena flavipes","Urbanizaciones","Curro",6,5,2019,"12:30:00",7,"sol",27,30,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,8,87,"Cistus crispus"
"Andrena flavipes","Esparragal","Curro",14,5,2019,"10:30:00",8,"sol",24,35,"moderado",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,16,"Cistus crispus"
"Andrena flavipes","Villamanrique_este","Curro",24,3,2021,"10:00:00",6,"sol",20,79,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,4,1000,"Salvia rosmarinus"
"Andrena flavipes","El_pozo","Curro",3,3,2021,"10:00:00",4,"sol",19,85,"suave",NA,"Erica","umbellata","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,1000,"Erica umbellata"
"Andrena flavipes","Villamanrique_este","Curro",4,3,2021,"14:00:00",4,"sol",19,45,"moderado",NA,"Cistus","ladanifer","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,11,"Cistus ladanifer"
"Andrena flavipes","Pino_del_cuervo",NA,7,4,2021,"10:00:00",7,"sol_y_nubes",16,75,"moderado",NA,"Erica","umbellata","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,5,1000,"Erica umbellata"
"Andrena flavipes","El_pozo","Curro",22,3,2021,"16:00:00",6,"sol",23,55,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,180,"Salvia rosmarinus"
"Andrena flavipes","Aznalcazar",NA,7,4,2021,"16:00:00",7,"sol",27,30,"moderado",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,182,"Cistus crispus"
"Andrena flavipes","Aznalcazar","Curro",5,5,2020,"10:00:00",9,"sol",21,55,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,2,180,"Cistus crispus"
"Andrena flavipes","Villamanrique_este",NA,7,4,2021,"12:15:00",7,"sol",20,45,"fuerte",NA,"Cistus","salviifolius","A",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,1,114,"Cistus salviifolius"
"Andrena flavipes","Laguna_del_ojillo",NA,6,4,2021,"12:20:00",7,"sol",21,60,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Andrena","flavipes",NA,"female",NA,NA,3,120,"Salvia rosmarinus"
"Andrena florea","Pino_del_cuervo","Oscar",29,3,2015,"15:10:00",3,"sol",31,30,"moderado",NA,"Cistus","ladanifer",NA,"Hymenoptera","out",NA,"BF270","Andrena","florea",NA,"female",NA,NA,3,NA,"Cistus ladanifer"
"Andrena florea","Villamanrique_este","Oscar",31,3,2015,"12:10:00",3,"sol",27,32,"sin_viento",NA,"Cistus","ladanifer",NA,"Hymenoptera","out",NA,"BF282","Andrena","florea",NA,"female",NA,NA,1,NA,"Cistus ladanifer"
"Andrena florea","Convento_de_la_luz","Oscar",13,4,2015,"10:05:00",4,"sol",20,51,"suave",NA,"Lavandula","stoechas",NA,"Hymenoptera","out",NA,"PERDIDO","Andrena","florea",NA,"unknown",NA,NA,1,NA,"Lavandula stoechas"
"Andrena hesperia","Esparragal","Mary",15,2,2017,"13:00:00",1,"nubes",17,51,"fuerte",NA,"Halimium","calycinum","HCB","Hymenoptera","out",NA,NA,"Andrena","hesperia",NA,"unknown",NA,NA,9,5,"Halimium calycinum"
"Andrena hispania","El_pinar","Oscar",30,4,2015,"10:15:00",5,"sol",22,42,"sin_viento",NA,"Cistus","crispus",NA,"Hymenoptera","out",NA,"BF316","Andrena","hispania",NA,"female",NA,NA,1,NA,"Cistus crispus"
"Andrena hispania","Pino_del_cuervo","Mary",7,4,2017,"12:25:00",4,"sol",20.9,36,"moderado",NA,"Cistus","ladanifer","CLA","Hymenoptera","focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,1,2,"Cistus ladanifer"
"Andrena hispania","Villamanrique_sur","Oscar",15,3,2016,"13:30:00",2,"sol_y_nubes",21,42,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"no_captured","Andrena","hispania",NA,"male",NA,NA,1,2000,"Salvia rosmarinus"
"Andrena hispania","Cotito_de_santa_teresa","Oscar",16,3,2016,"12:00:00",2,"sol",19,46,"suave","vuelo","Erophaca","baetica","A","Hymenoptera","focal",NA,"no_captured","Andrena","hispania",NA,"male",NA,NA,1,NA,"Erophaca baetica"
"Andrena hispania","Cotito_de_santa_teresa","Oscar",16,3,2016,"12:00:00",2,"sol",19,46,"suave","vuelo","Erophaca","baetica","B","Hymenoptera","focal",NA,"no_captured","Andrena","hispania",NA,"unknown",NA,NA,1,NA,"Erophaca baetica"
"Andrena hispania","Las_mulas","Oscar",29,3,2016,"15:45:00",3,"sol",25,32,"suave","observado fuera de transecto","Cistus","salviifolius",NA,"Hymenoptera","out",NA,NA,"Andrena","hispania",NA,"male",NA,NA,1,NA,"Cistus salviifolius"
"Andrena hispania","Pinares_de_hinojos","Oscar",30,3,2015,"12:00:00",3,"sol",25,30,"suave",NA,"Cistus","libanotis",NA,"Hymenoptera","out",NA,"BF309","Andrena","hispania",NA,"female",NA,NA,1,NA,"Cistus libanotis"
"Andrena hispania","Pinares_de_hinojos","Oscar",30,3,2015,"12:00:00",3,"sol",25,30,"suave",NA,"Cistus","libanotis",NA,"Hymenoptera","out",NA,"BF310","Andrena","hispania",NA,"female",NA,NA,2,NA,"Cistus libanotis"
"Andrena hispania","La_rocina","Oscar",18,4,2016,"15:30:00",4,"sol",22,NA,"moderado",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Andrena","hispania",NA,"male",NA,NA,3,NA,"Lavandula pedunculata"
"Andrena hispania","Urbanizaciones","Curro",22,5,2018,"12:00:00",9,"sol_y_nubes",25,45,"sin_viento",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,5,10,"Cistus crispus"
"Andrena hispania","Aznalcazar","Oscar",28,4,2015,"10:35:00",5,"sol",18,46,"sin_viento",NA,"Cistus","crispus",NA,"Hymenoptera","out",NA,"BF318","Andrena","hispania",NA,"female",NA,NA,1,NA,"Cistus crispus"
"Andrena hispania","El_pozo","Oscar",17,3,2016,"11:00:00",2,"sol",17,55,"sin_viento",NA,"Cistus","ladanifer","B","Hymenoptera","focal",NA,NA,"Andrena","hispania",NA,"male",NA,NA,1,NA,"Cistus ladanifer"
"Andrena hispania","Urbanizaciones","Oscar",21,4,2016,"16:00:00",4,"nubes",18,NA,"sin_viento","observado fuera de transecto","Cistus","crispus",NA,"Hymenoptera","out",NA,NA,"Andrena","hispania",NA,"female",NA,NA,1,NA,"Cistus crispus"
"Andrena hispania","Villamanrique_sur","Curro",23,5,2018,"11:00:00",9,"nubes",25,49,"sin_viento",NA,"Cistus","crispus","CCD","Hymenoptera","focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,9,22,"Cistus crispus"
"Andrena hispania","Cotito_de_santa_teresa","Curro",12,3,2019,"11:00:00",3,"sol",19,60,"suave",NA,"Cistus","albidus","C",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,4,22,"Cistus albidus"
"Andrena hispania","Villamanrique_sur",NA,28,4,2021,"14:00:00",9,"sol",22,44,"moderado",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,2,21,"Cistus crispus"
"Andrena hispania","Aznalcazar","Curro",19,5,2020,"17:30:00",10,"sol",33,30,"suave",NA,"Cistus","crispus","F in",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,2,14,"Cistus crispus"
"Andrena hispania","Pinares_de_hinojos","Curro",24,3,2020,"16:00:00",6,"sol",23,38,"suave",NA,"Cerinthe","gymnandra","Pull",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,4,100,"Cerinthe gymnandra"
"Andrena hispania","Villamanrique_sur",NA,5,5,2021,"12:00:00",10,"sol",21,65,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,2,34,"Cistus crispus"
"Andrena hispania","Aznalcazar",NA,28,4,2021,"16:00:00",9,"sol",24,40,"fuerte",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,4,204,"Cistus crispus"
"Andrena hispania","Urbanizaciones",NA,29,4,2021,"12:00:00",9,"sol",20,40,"moderado",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,3,88,"Cistus crispus"
"Andrena hispania","Convento_de_la_luz",NA,29,4,2021,"14:05:00",9,"sol",23,42,"fuerte",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,6,24,"Cistus crispus"
"Andrena hispania","Aznalcazar",NA,28,4,2021,"16:00:00",9,"sol",24,40,"fuerte",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,2,181,"Cistus crispus"
