"Site_ID","Year","Plant_genus","Plant_species","Plant_ID","Fruit_number","Seed_number","Seeds","Fruit_weight","Seed_weight","Notes","Plant_gen_sp"
"Urbanizaciones",2015,"Salvia","rosmarinus","A1","a","2",NA,NA,0.00166,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","A1","b","1",2,0.00256,0.00122,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","A1","b","2",NA,NA,0.00127,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","A2","a","1",3,0.00275,0.00088,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","A2","a","2",NA,NA,8e-04,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","A2","a","3",NA,NA,0.00059,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","A3","a","1",1,0.0013,0.00031,"3 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B1","a","1",2,0.00511,0.00035,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B1","a","2",NA,NA,0.00055,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B1","b","1",2,0.00327,9e-04,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B1","b","2",NA,NA,0.00085,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B2","a","1",3,0.00255,0.00031,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B2","a","2",NA,NA,0.00022,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B2","a","3",NA,NA,0.00031,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B2","b","1",3,0.00367,0.00072,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B2","b","2",NA,NA,0.00079,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B2","b","3",NA,NA,0.00051,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B3","a","1",3,0.00305,0.00061,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B3","a","2",NA,NA,0.00053,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B3","a","3",NA,NA,0.00036,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","B3","b","1",1,0.00253,0.00101,"3 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","C1","a","1",2,0.00282,0.00032,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","C1","a","2",NA,NA,0.00043,"2 abortos","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","C1","b","1",3,0.00177,0.00027,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","C1","b","2",NA,NA,0.00031,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Salvia","rosmarinus","C1","b","3",NA,NA,0.00041,"1 aborto","Salvia rosmarinus"
"Urbanizaciones",2015,"Halimium","calycinum","A1","a","1",3,0.02262,0.00358,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A1","a","2",NA,NA,0.00317,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A1","a","3",NA,NA,0.00373,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","a","1",3,0.01757,0.00141,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","a","2",NA,NA,0.00143,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","a","3",NA,NA,0.00135,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","b","1",3,0.01957,0.00162,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","b","2",NA,NA,0.00135,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","b","3",NA,NA,0.00133,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","c","1",4,0.01793,0.00099,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","c","2",NA,NA,0.00104,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","c","3",NA,NA,0.00106,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","c","4",NA,NA,9e-04,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","d","1",3,0.0196,0.00152,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","d","2",NA,NA,0.00161,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","d","3",NA,NA,0.00158,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A2","e","1",1,0.02048,0.00559,"1 aborto","Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A3","a","1",3,0.02332,0.00241,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A3","a","2",NA,NA,0.00231,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","A3","a","3",NA,NA,0.00257,NA,"Halimium calycinum"
"Urbanizaciones",2015,"Halimium","calycinum","C3","a",NA,0,0.0143,0,"Predado","Halimium calycinum"
"Urbanizaciones",2015,"Cistus","salviifolius","A1","a",NA,0,0.10499,0,"Predado","Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","A2","a","all",76,0.0894,0.05105,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","A2","b","all",61,0.11415,0.06039,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","A3","a","all",57,0.10876,0.06048,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","B1","a","all",34,0.07814,0.0422,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","B1","b","all",53,0.11372,0.06593,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","B2","a","all",41,0.09286,0.0526,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","B2","b","all",42,0.09399,0.0513,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","B3","a","all",66,0.10351,0.07641,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Cistus","salviifolius","B3","b","all",40,0.09405,0.0499,NA,"Cistus salviifolius"
"Urbanizaciones",2015,"Lavandula","stoechas","A1","a","1",2,0.00303,0.00053,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","A1","a","2",NA,NA,0.00049,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","A1","c","1",2,0.00372,0.00056,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","A1","c","2",NA,NA,0.00058,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","A2","a","1",1,0.00156,0.00013,"3 abortos","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","A3","a","1",2,0.00355,5e-04,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","A3","a","2",NA,NA,0.00055,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","A3","b","1",1,0.00225,0.00051,"2 abortos","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B1","a","1",3,0.00423,0.00068,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B1","a","2",NA,NA,0.00078,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B1","a","3",NA,NA,6e-04,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B1","b","1",3,0.0042,0.00058,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B1","b","2",NA,NA,0.00052,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B1","b","3",NA,NA,0.00061,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B2","a","1",1,0.00252,0.00074,"3 abortos","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B2","b","1",1,0.00343,0.00067,"3 abortos","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B3","a","1",2,0.00391,0.00074,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","stoechas","B3","a","2",NA,NA,0.00066,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2015,"Lavandula","pedunculata","A1","a","1",1,0.00345,0.00047,"3 abortos","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A1","b",NA,0,0.00258,0,"Predado","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A1","c","1",2,0.00344,0.00027,"2 abortos","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A1","c","2",NA,NA,0.00022,"2 abortos","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A2","a",NA,0,0.00406,0,"Predado","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A2","b","1",3,0.00429,5e-04,"1 aborto","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A2","b","2",NA,NA,0.00053,"1 aborto","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A2","b","3",NA,NA,0.00065,"1 aborto","Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A3","a","1",4,0.00624,0.00061,NA,"Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A3","a","2",NA,NA,0.00065,NA,"Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A3","a","3",NA,NA,0.00042,NA,"Lavandula pedunculata"
"Urbanizaciones",2015,"Lavandula","pedunculata","A3","a","4",NA,NA,0.00076,NA,"Lavandula pedunculata"
"El_pozo",2015,"Salvia","rosmarinus","A1","a","1",2,0.0029,0.00015,"2 abortos","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","a","2",NA,NA,9e-04,"2 abortos","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","b","1",4,0.000511,0.00046,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","b","2",NA,NA,0.00052,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","b","3",NA,NA,0.00066,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","b","4",NA,NA,0.00068,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","c","1",3,0.00621,0.00179,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","c","2",NA,NA,0.00064,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","c","3",NA,NA,0.00185,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","d","1",4,0.00603,0.00137,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","d","2",NA,NA,0.00121,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","d","3",NA,NA,0.00139,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A1","d","4",NA,NA,5e-04,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","a","1",3,0.00377,0.00073,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","a","2",NA,NA,0.00081,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","a","3",NA,NA,0.00087,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","b","1",4,0.00376,0.00048,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","b","2",NA,NA,5e-04,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","b","3",NA,NA,0.00047,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","b","4",NA,NA,0.00034,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","c","1",4,0.00342,0.00054,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","c","2",NA,NA,0.00049,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","c","3",NA,NA,0.00057,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","c","4",NA,NA,0.00034,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","d","1",3,0.00286,0.00052,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","d","2",NA,NA,0.00054,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A2","d","3",NA,NA,0.00039,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","a","1",3,0.00344,0.00065,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","a","2",NA,NA,0.00052,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","a","3",NA,NA,0.00053,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","b","1",2,0.00205,0.00061,"2 abortos","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","b","2",NA,NA,5e-04,"2 abortos","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","c","1",3,0.00347,0.00072,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","c","2",NA,NA,0.00041,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","c","3",NA,NA,0.00046,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","d","1",3,0.00311,0.00048,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","d","2",NA,NA,0.00042,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","A3","d","3",NA,NA,0.00053,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","a","1",3,0.00211,0.00023,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","a","2",NA,NA,2e-04,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","a","3",NA,NA,0.00022,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","b","1",4,0.00263,0.00032,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","b","2",NA,NA,0.00029,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","b","3",NA,NA,0.00027,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","b","4",NA,NA,0.00024,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","c","1",3,0.00347,0.00043,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","c","2",NA,NA,0.00047,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","c","3",NA,NA,4e-04,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","d","1",3,0.00271,0.00032,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","d","2",NA,NA,3e-04,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B1","d","3",NA,NA,0.00027,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","a","1",3,0.00426,0.00062,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","a","2",NA,NA,0.00052,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","a","3",NA,NA,0.00056,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","b","1",3,0.00253,0.00037,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","b","2",NA,NA,0.00031,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","b","3",NA,NA,0.00033,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","c","1",4,0.00236,0.00026,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","c","2",NA,NA,0.00035,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","c","3",NA,NA,0.00021,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B2","c","4",NA,NA,0.00025,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","a","1",4,0.00311,0.00034,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","a","2",NA,NA,0.00041,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","a","3",NA,NA,0.00049,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","a","4",NA,NA,3e-04,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","b","1",3,0.00252,3e-04,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","b","2",NA,NA,0.00032,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","b","3",NA,NA,0.00037,"1 aborto","Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","c","1",4,0.0036,0.00043,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","c","2",NA,NA,0.00047,NA,"Salvia rosmarinus"
"El_pozo",2015,"Salvia","rosmarinus","B3","c","3",NA,NA,0.00039,NA,"Salvia rosmarinus"
"El_pozo",2016,"Salvia","rosmarinus","B3","c","4",NA,NA,0.00051,NA,"Salvia rosmarinus"
"El_pozo",2015,"Spartium","junceum","A1","a","1",3,0.08271,0.00187,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A1","a","2",NA,NA,0.00624,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A1","a","3",NA,NA,0.00391,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A1","b","1",3,0.10337,0.00604,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A1","b","2",NA,NA,0.00688,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A1","b","3",NA,NA,0.00691,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A2","a","1",3,0.1447,0.00237,"1 aborto","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A2","a","2",NA,NA,0.00125,"1 aborto","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A2","a","3",NA,NA,0.0041,"1 aborto","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A2","b","1",3,0.1664,0.0023,"2 abortos","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A2","b","2",NA,NA,0.0038,"2 abortos","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A2","b","3",NA,NA,0.00175,"2 abortos","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A3","a","1",2,0.1211,0.00484,"1 aborto","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","A3","a","2",NA,NA,0.00459,"1 aborto","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B1","a","1",4,0.15896,0.0041,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B1","a","2",NA,NA,0.00486,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B1","a","3",NA,NA,0.00391,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B1","a","4",NA,NA,0.00111,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B2","a","1",2,0.11502,0.00633,"3 abortos","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B2","a","2",NA,NA,0.00545,"3 abortos","Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B2","b","1",5,0.19051,0.00474,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B2","b","2",NA,NA,0.00432,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B2","b","3",NA,NA,0.00501,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B2","b","4",NA,NA,0.00382,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B2","b","5",NA,NA,0.00311,NA,"Spartium junceum"
"El_pozo",2015,"Spartium","junceum","B3","a","1",6,0.09862,0.00227,"5 abortos","Spartium junceum"
"Cotito_de_santa_teresa",2015,"Erophaca","baetica","A1","a","1",3,0.25902,0.0039,"1 aborto","Erophaca baetica"
"Cotito_de_santa_teresa",2015,"Erophaca","baetica","A1","a","2",NA,NA,0.00374,"1 aborto","Erophaca baetica"
"Cotito_de_santa_teresa",2015,"Erophaca","baetica","A1","a","3",NA,NA,0.00379,"1 aborto","Erophaca baetica"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","A1","a","1",3,0.00238,3e-04,"1 aborto","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","A1","a","2",NA,NA,0.00034,"1 aborto","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","A1","a","3",NA,NA,0.00027,"1 aborto","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","A1","b","1",2,0.00215,0.00067,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","A1","b","2",NA,NA,0.00059,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","A1","c","1",1,0.00168,0.00044,"3 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B1","a","1",2,0.00206,0.00047,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B1","a","2",NA,NA,0.00053,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B1","b","1",2,0.00148,0.00025,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B1","b","2",NA,NA,0.00021,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B2","a","1",2,0.00366,0.00072,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B2","a","2",NA,NA,0.00069,"2 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B2","b","1",1,0.00194,0.00048,"3 abortos","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B3","a",NA,0,0.00207,0,"Predado","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B3","b",NA,0,0.0023,0,"Predado","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B3","c","1",2,0.00219,3e-04,"1 aborto","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Salvia","rosmarinus","B3","c","2",NA,NA,0.00035,"1 aborto","Salvia rosmarinus"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","A1","a","all",56,0.10811,0.05789,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","A1","b","all",39,0.08007,0.04057,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","A2","a","all",28,0.06343,0.01888,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","A2","b","all",13,0.05467,0.00899,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","A3","a","all",46,0.0959,0.03728,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","A3","b","all",51,0.08175,0.0371,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","B1","a","all",31,0.09982,0.04408,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","B1","b","all",48,0.10173,0.05244,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","B2","a","all",34,0.08438,0.03787,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","B2","b","all",32,0.07961,0.03683,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","salviifolius","B3","a","all",46,0.0872,0.04662,NA,"Cistus salviifolius"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","A1","a","all",91,0.15217,0.07489,NA,"Cistus albidus"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","A1","b","all",89,0.13351,0.07306,NA,"Cistus albidus"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","A2","a","all",48,0.09047,0.04717,NA,"Cistus albidus"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","A2","b",NA,0,0.09882,0,"Predado","Cistus albidus"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","A2","c","all",111,0.14952,0.08912,NA,"Cistus albidus"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","B1","a",NA,0,0.14902,0,"Predado","Cistus albidus"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","B1","b","all",106,0.15561,0.0849,NA,"Cistus albidus"
"Cotito_de_santa_teresa",2015,"Cistus","albidus","B2","a","all",88,0.14472,0.06886,NA,"Cistus albidus"
"Cotito_de_santa_teresa",2015,"Lavandula","stoechas","A1","a","1",3,0.00427,0.00092,"1 aborto","Lavandula stoechas"
"Cotito_de_santa_teresa",2015,"Lavandula","stoechas","A1","a","2",NA,NA,0.00101,"1 aborto","Lavandula stoechas"
"Cotito_de_santa_teresa",2015,"Lavandula","stoechas","A1","a","3",NA,NA,0.00099,"1 aborto","Lavandula stoechas"
"Cotito_de_santa_teresa",2015,"Lavandula","stoechas","A1","b","1",2,0.00442,0.00097,"2 abortos","Lavandula stoechas"
"Cotito_de_santa_teresa",2015,"Lavandula","stoechas","A1","b","2",NA,NA,0.00071,"2 abortos","Lavandula stoechas"
"Cotito_de_santa_teresa",2015,"Lavandula","stoechas","A1","c","1",1,0.00272,0.00095,"3 abortos","Lavandula stoechas"
"Cotito_de_santa_teresa",2015,"Lavandula","stoechas","A2","a","1",3,0.00725,0.00108,"1 aborto","Lavandula stoechas"
