"Site_ID","Day","Month","Year","Plant_genus","Plant_species","Plant_ID","Notes","Fruit_Yes","Fruit_No","Fruit_preyed","Fruit_dispersed","Plant_gen_sp"
"Urbanizaciones",13,4,2015,"Salvia","rosmarinus","C3",NA,11,8,0,11,"Salvia rosmarinus"
"Urbanizaciones",11,6,2015,"Halimium","calycinum","A1",NA,1,3,0,0,"Halimium calycinum"
"Urbanizaciones",11,6,2015,"Halimium","calycinum","A2",NA,6,2,0,1,"Halimium calycinum"
"Urbanizaciones",11,6,2015,"Halimium","calycinum","A3","fruto perdido",0,0,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","B1","fruto perdido",0,0,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","B2",NA,0,2,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","B3",NA,0,1,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","C1","fruto perdido",0,0,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","C2","fruto perdido",0,0,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","C3",NA,3,2,1,1,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","D1","fruto perdido",0,0,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","D2","fruto perdido",0,0,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Halimium","calycinum","D3",NA,1,2,0,0,"Halimium calycinum"
"Urbanizaciones",28,5,2015,"Cistus","salviifolius","A1",NA,2,1,0,0,"Cistus salviifolius"
"Urbanizaciones",28,5,2015,"Cistus","salviifolius","A2",NA,1,0,0,0,"Cistus salviifolius"
"Urbanizaciones",28,5,2015,"Cistus","salviifolius","A3",NA,2,1,1,0,"Cistus salviifolius"
"Urbanizaciones",28,5,2015,"Cistus","salviifolius","B1",NA,5,0,2,0,"Cistus salviifolius"
"Urbanizaciones",28,5,2015,"Cistus","salviifolius","B2",NA,5,0,1,1,"Cistus salviifolius"
"Urbanizaciones",28,5,2015,"Cistus","salviifolius","B3",NA,8,0,0,1,"Cistus salviifolius"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","A1",NA,98,62,0,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","A2",NA,123,40,21,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","A3",NA,139,29,11,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","B1",NA,125,41,5,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","B2",NA,134,36,2,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","B3",NA,111,51,0,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","C1",NA,39,83,3,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","C2",NA,22,91,0,0,"Lavandula stoechas"
"Urbanizaciones",28,5,2015,"Lavandula","stoechas","C3",NA,40,69,0,0,"Lavandula stoechas"
"El_pozo",13,4,2015,"Salvia","rosmarinus","A1",NA,41,9,0,10,"Salvia rosmarinus"
"El_pozo",13,4,2015,"Salvia","rosmarinus","A2",NA,27,3,0,12,"Salvia rosmarinus"
"El_pozo",13,4,2015,"Salvia","rosmarinus","A3",NA,24,5,0,20,"Salvia rosmarinus"
"El_pozo",13,4,2015,"Salvia","rosmarinus","B1",NA,26,2,0,10,"Salvia rosmarinus"
"El_pozo",13,4,2015,"Salvia","rosmarinus","B2",NA,22,5,0,18,"Salvia rosmarinus"
"El_pozo",13,4,2015,"Salvia","rosmarinus","B3",NA,14,6,0,9,"Salvia rosmarinus"
"El_pozo",27,5,2015,"Spartium","junceum","A1",NA,8,0,0,6,"Spartium junceum"
"El_pozo",27,5,2015,"Spartium","junceum","A2",NA,10,0,0,8,"Spartium junceum"
"El_pozo",27,5,2015,"Spartium","junceum","A3",NA,10,0,0,9,"Spartium junceum"
"El_pozo",27,5,2015,"Spartium","junceum","B1",NA,6,0,0,5,"Spartium junceum"
"El_pozo",27,5,2015,"Spartium","junceum","B2",NA,5,0,0,4,"Spartium junceum"
"El_pozo",27,5,2015,"Spartium","junceum","B3",NA,9,0,0,7,"Spartium junceum"
"Cotito_de_santa_teresa",14,4,2015,"Erophaca","baetica","A1",NA,2,7,1,0,"Erophaca baetica"
"Cotito_de_santa_teresa",14,4,2015,"Erophaca","baetica","A2",NA,5,11,5,0,"Erophaca baetica"
"Cotito_de_santa_teresa",14,4,2015,"Salvia","rosmarinus","A1",NA,20,1,0,15,"Salvia rosmarinus"
"Cotito_de_santa_teresa",14,4,2015,"Salvia","rosmarinus","A2",NA,21,0,0,6,"Salvia rosmarinus"
"Cotito_de_santa_teresa",14,4,2015,"Salvia","rosmarinus","A3",NA,29,0,0,8,"Salvia rosmarinus"
"Cotito_de_santa_teresa",14,4,2015,"Salvia","rosmarinus","B1",NA,16,9,0,10,"Salvia rosmarinus"
"Cotito_de_santa_teresa",14,4,2015,"Salvia","rosmarinus","B2",NA,11,6,0,9,"Salvia rosmarinus"
"Cotito_de_santa_teresa",14,4,2015,"Salvia","rosmarinus","B3",NA,15,0,0,15,"Salvia rosmarinus"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","salviifolius","A1",NA,7,0,3,0,"Cistus salviifolius"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","salviifolius","A2",NA,6,0,2,0,"Cistus salviifolius"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","salviifolius","A3",NA,11,2,2,0,"Cistus salviifolius"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","salviifolius","B1",NA,4,2,0,0,"Cistus salviifolius"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","salviifolius","B2",NA,4,0,1,0,"Cistus salviifolius"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","salviifolius","B3","fruto perdido",0,0,0,0,"Cistus salviifolius"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","albidus","A1",NA,2,2,0,0,"Cistus albidus"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","albidus","A2",NA,5,5,2,0,"Cistus albidus"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","albidus","A3",NA,0,2,0,0,"Cistus albidus"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","albidus","B1",NA,5,3,5,0,"Cistus albidus"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","albidus","B2",NA,4,4,3,0,"Cistus albidus"
"Cotito_de_santa_teresa",29,5,2015,"Cistus","albidus","B3",NA,7,2,4,0,"Cistus albidus"
"Cotito_de_santa_teresa",29,5,2015,"Lavandula","stoechas","A1",NA,112,10,0,0,"Lavandula stoechas"
"Cotito_de_santa_teresa",29,5,2015,"Lavandula","stoechas","A2",NA,136,9,0,0,"Lavandula stoechas"
"Cotito_de_santa_teresa",29,5,2015,"Lavandula","stoechas","A3",NA,49,43,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Cistus","libanotis","A1",NA,7,6,0,0,"Cistus libanotis"
"Las_mulas",9,6,2015,"Cistus","libanotis","A2",NA,6,0,5,0,"Cistus libanotis"
"Las_mulas",9,6,2015,"Cistus","libanotis","A3",NA,22,3,19,0,"Cistus libanotis"
"Las_mulas",9,6,2015,"Cistus","libanotis","B1",NA,10,0,8,0,"Cistus libanotis"
"Las_mulas",9,6,2015,"Cistus","libanotis","B2",NA,3,0,0,1,"Cistus libanotis"
"Las_mulas",9,6,2015,"Cistus","libanotis","B3",NA,9,1,4,0,"Cistus libanotis"
"Las_mulas",9,6,2015,"Lavandula","stoechas","A1",NA,130,15,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","A2",NA,109,33,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","A3",NA,113,40,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","B1",NA,103,34,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","B2",NA,107,21,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","B3",NA,82,31,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","C1",NA,53,30,47,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","C2",NA,36,53,0,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Lavandula","stoechas","C3",NA,64,11,39,0,"Lavandula stoechas"
"Las_mulas",9,6,2015,"Cistus","ladanifer","A1",NA,1,0,0,0,"Cistus ladanifer"
"Las_mulas",9,6,2015,"Cistus","ladanifer","A2",NA,2,0,0,0,"Cistus ladanifer"
"Las_mulas",9,6,2015,"Cistus","ladanifer","A3",NA,2,0,0,0,"Cistus ladanifer"
"Las_mulas",9,6,2015,"Cistus","ladanifer","B1",NA,1,0,1,0,"Cistus ladanifer"
"Las_mulas",9,6,2015,"Cistus","ladanifer","B2",NA,1,0,0,0,"Cistus ladanifer"
"Las_mulas",9,6,2015,"Cistus","ladanifer","B3",NA,1,0,0,0,"Cistus ladanifer"
"Las_mulas",9,6,2015,"Halimium","calycinum","A1","frutos perdidos",0,0,0,0,"Halimium calycinum"
"Las_mulas",9,6,2015,"Halimium","calycinum","A2","frutos perdidos",0,0,0,0,"Halimium calycinum"
"Las_mulas",9,6,2015,"Halimium","calycinum","A3",NA,2,3,0,0,"Halimium calycinum"
"Las_mulas",9,6,2015,"Halimium","calycinum","B1","frutos perdidos",0,0,0,0,"Halimium calycinum"
"Las_mulas",9,6,2015,"Halimium","calycinum","B2",NA,3,2,0,1,"Halimium calycinum"
"Las_mulas",9,6,2015,"Halimium","calycinum","B3","frutos perdidos",0,0,0,0,"Halimium calycinum"
"Las_mulas",9,6,2015,"Cistus","salviifolius","A1",NA,5,0,3,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","A2",NA,1,0,0,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","A3",NA,1,0,0,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","B1",NA,6,0,2,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","B2",NA,0,2,0,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","B3","frutos perdidos",0,0,0,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","C1",NA,1,0,0,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","C2",NA,0,1,0,0,"Cistus salviifolius"
"Las_mulas",9,6,2015,"Cistus","salviifolius","C3","frutos perdidos",0,0,0,0,"Cistus salviifolius"
"Villamanrique_este",9,6,2015,"Cistus","salviifolius","A1",NA,3,0,0,0,"Cistus salviifolius"
"Villamanrique_este",9,6,2015,"Cistus","salviifolius","A2",NA,3,2,0,0,"Cistus salviifolius"
"Villamanrique_este",9,6,2015,"Cistus","salviifolius","A3",NA,0,1,0,0,"Cistus salviifolius"
"Villamanrique_sur",9,6,2015,"Halimium","halimifolium","A1",NA,6,6,0,0,"Halimium halimifolium"
"Villamanrique_sur",9,6,2015,"Halimium","halimifolium","A2",NA,8,1,0,0,"Halimium halimifolium"
"Villamanrique_sur",9,6,2015,"Halimium","halimifolium","A3",NA,5,5,0,0,"Halimium halimifolium"
"Villamanrique_sur",9,6,2015,"Halimium","halimifolium","B1",NA,6,7,0,0,"Halimium halimifolium"
"Villamanrique_sur",9,6,2015,"Halimium","halimifolium","B2",NA,4,9,0,0,"Halimium halimifolium"
"Villamanrique_sur",9,6,2015,"Halimium","halimifolium","B3",NA,9,5,0,0,"Halimium halimifolium"
"Villamanrique_sur",9,6,2015,"Cistus","crispus","A1",NA,6,6,1,0,"Cistus crispus"
"Villamanrique_sur",9,6,2015,"Cistus","crispus","A2","frutos perdidos",0,0,0,0,"Cistus crispus"
"Villamanrique_sur",9,6,2015,"Cistus","crispus","B1",NA,7,2,5,0,"Cistus crispus"
"Villamanrique_sur",9,6,2015,"Cistus","crispus","B2",NA,10,6,3,0,"Cistus crispus"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","A1",NA,3,2,1,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","A2",NA,0,1,0,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","A3","frutos perdidos",0,0,0,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","B1",NA,1,0,0,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","B2",NA,0,1,0,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","B3",NA,1,2,1,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","C1",NA,6,0,3,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","C2",NA,1,1,1,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Cistus","ladanifer","C3","frutos perdidos",0,0,0,0,"Cistus ladanifer"
"Villamanrique_sur",9,6,2015,"Lavandula","stoechas","A1","frutos perdidos",0,0,0,0,"Lavandula stoechas"
"Villamanrique_sur",9,6,2015,"Lavandula","stoechas","A2","frutos perdidos",0,0,0,0,"Lavandula stoechas"
"Villamanrique_sur",9,6,2015,"Lavandula","stoechas","A3",NA,108,15,6,0,"Lavandula stoechas"
"Villamanrique_sur",9,6,2015,"Lavandula","stoechas","B1",NA,162,22,2,0,"Lavandula stoechas"
"Villamanrique_sur",9,6,2015,"Lavandula","stoechas","B2",NA,149,39,0,0,"Lavandula stoechas"
"Villamanrique_sur",9,6,2015,"Lavandula","stoechas","B3","frutos perdidos",0,0,0,0,"Lavandula stoechas"
"El_pinar",14,4,2015,"Salvia","rosmarinus","A1",NA,19,0,0,15,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","A2",NA,7,0,0,5,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","A3",NA,7,1,0,4,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","B1",NA,8,9,0,6,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","B2",NA,13,5,0,11,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","B3",NA,22,3,0,19,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","C1",NA,1,0,0,0,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","C2","frutos perdidos",0,0,0,0,"Salvia rosmarinus"
"El_pinar",14,4,2015,"Salvia","rosmarinus","C3",NA,14,2,0,11,"Salvia rosmarinus"
"Pinares_de_hinojos",28,5,2015,"Cistus","libanotis","A1",NA,2,0,0,1,"Cistus libanotis"
"Pinares_de_hinojos",28,5,2015,"Cistus","libanotis","A2",NA,3,0,0,1,"Cistus libanotis"
"Pinares_de_hinojos",28,5,2015,"Cistus","libanotis","A3",NA,3,0,0,1,"Cistus libanotis"
"Pinares_de_hinojos",28,5,2015,"Cistus","libanotis","B1",NA,2,0,0,0,"Cistus libanotis"
"Pinares_de_hinojos",28,5,2015,"Cistus","libanotis","B2",NA,7,0,0,3,"Cistus libanotis"
"Pinares_de_hinojos",28,5,2015,"Cistus","libanotis","B3",NA,8,0,0,1,"Cistus libanotis"
"Pinares_de_hinojos",28,5,2015,"Cistus","salviifolius","A1",NA,3,0,0,1,"Cistus salviifolius"
"Pinares_de_hinojos",28,5,2015,"Cistus","salviifolius","A2",NA,5,0,0,4,"Cistus salviifolius"
"Pinares_de_hinojos",28,5,2015,"Cistus","salviifolius","A3",NA,4,3,0,3,"Cistus salviifolius"
"Pinares_de_hinojos",28,5,2015,"Cistus","salviifolius","B1",NA,2,0,0,0,"Cistus salviifolius"
"Pinares_de_hinojos",28,5,2015,"Cistus","salviifolius","B2",NA,4,0,0,1,"Cistus salviifolius"
"Pinares_de_hinojos",28,5,2015,"Cistus","salviifolius","B3",NA,7,0,0,1,"Cistus salviifolius"
"Pinares_de_hinojos",11,6,2015,"Retama","sphaerocarpa","B1","frutos perdidos",0,0,0,0,"Retama sphaerocarpa"
"Pinares_de_hinojos",11,6,2015,"Retama","sphaerocarpa","B2",NA,16,0,0,15,"Retama sphaerocarpa"
"Esparragal",27,5,2015,"Halimium","calycinum","A1",NA,0,2,0,0,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","A2",NA,0,1,0,0,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","A3",NA,0,6,0,0,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","B1",NA,1,0,0,1,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","B2",NA,0,1,0,0,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","B3",NA,0,1,0,0,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","C1","frutos perdidos",0,0,0,0,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","C2",NA,1,0,0,1,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","calycinum","C3","frutos perdidos",0,0,0,0,"Halimium calycinum"
"Esparragal",27,5,2015,"Halimium","halimifolium","A1",NA,5,0,0,2,"Halimium halimifolium"
"Esparragal",27,5,2015,"Halimium","halimifolium","A2",NA,3,0,0,1,"Halimium halimifolium"
"Esparragal",27,5,2015,"Halimium","halimifolium","A3",NA,4,0,0,2,"Halimium halimifolium"
"Esparragal",27,5,2015,"Cistus","salviifolius","A1",NA,2,3,0,0,"Cistus salviifolius"
"Esparragal",27,5,2015,"Cistus","salviifolius","A2",NA,4,0,1,2,"Cistus salviifolius"
"Esparragal",27,5,2015,"Cistus","salviifolius","A3",NA,3,0,1,1,"Cistus salviifolius"
"Esparragal",27,5,2015,"Lavandula","pedunculata","A1",NA,98,38,2,0,"Lavandula pedunculata"
"Esparragal",27,5,2015,"Lavandula","pedunculata","A2",NA,119,20,9,0,"Lavandula pedunculata"
"Esparragal",27,5,2015,"Lavandula","pedunculata","A3",NA,142,15,20,0,"Lavandula pedunculata"
"Esparragal",27,5,2015,"Lavandula","pedunculata","B1",NA,91,12,11,48,"Lavandula pedunculata"
"Esparragal",27,5,2015,"Lavandula","pedunculata","B2",NA,83,30,21,0,"Lavandula pedunculata"
"Esparragal",27,5,2015,"Lavandula","pedunculata","B3",NA,84,39,13,0,"Lavandula pedunculata"
"Villamanrique_este",26,6,2016,"Cistus","salviifolius","A1",NA,3,0,1,0,"Cistus salviifolius"
"Villamanrique_este",26,6,2016,"Cistus","salviifolius","B1",NA,1,0,1,0,"Cistus salviifolius"
"Villamanrique_este",26,6,2016,"Cistus","crispus","A1",NA,4,0,0,0,"Cistus crispus"
"Villamanrique_este",26,6,2016,"Cistus","crispus","B1",NA,3,4,0,0,"Cistus crispus"
"Villamanrique_este",26,6,2016,"Cistus","ladanifer","A1",NA,2,0,1,2,"Cistus ladanifer"
"Villamanrique_este",26,6,2016,"Cistus","ladanifer","B1",NA,1,0,1,0,"Cistus ladanifer"
"La_cunya",24,6,2016,"Lavandula","pedunculata","A1",NA,75,18,24,0,"Lavandula pedunculata"
"La_cunya",24,6,2016,"Cistus","salviifolius","A1",NA,0,0,3,0,"Cistus salviifolius"
"La_cunya",24,6,2016,"Cistus","salviifolius","B1",NA,3,0,0,0,"Cistus salviifolius"
"La_rocina",26,6,2016,"Halimium","halimifolium","A1",NA,0,13,3,0,"Halimium halimifolium"
"La_rocina",26,6,2016,"Halimium","halimifolium","B1",NA,10,4,4,0,"Halimium halimifolium"
"La_rocina",26,6,2016,"Salvia","rosmarinus","A1","No hay frutos, he contado los pedicelos de un pedunculo, 17",0,0,0,0,"Salvia rosmarinus"
"La_rocina",26,6,2016,"Lavandula",NA,"A1",NA,77,6,11,0,"Lavandula sp"
"La_rocina",26,6,2016,"Lavandula",NA,"B1",NA,35,10,1,0,"Lavandula sp"
"Aznalcazar",24,6,2016,"Teucrium","fruticans","A1",NA,0,9,0,0,"Teucrium fruticans"
"Aznalcazar",24,6,2016,"Teucrium","fruticans","B1",NA,0,12,0,0,"Teucrium fruticans"
"Aznalcazar",24,6,2016,"Cistus","ladanifer","A1",NA,1,0,2,0,"Cistus ladanifer"
"Aznalcazar",24,6,2016,"Cistus","ladanifer","B1",NA,2,1,1,0,"Cistus ladanifer"
"Aznalcazar",28,6,2016,"Cistus","salviifolius","A1",NA,3,0,0,0,"Cistus salviifolius"
"Aznalcazar",28,6,2016,"Cistus","salviifolius","B1",NA,2,0,0,0,"Cistus salviifolius"
"Aznalcazar",28,6,2016,"Cistus","salviifolius","C1",NA,2,1,0,0,"Cistus salviifolius"
"Aznalcazar",24,6,2016,"Lavandula","pedunculata","A1",NA,113,11,2,0,"Lavandula pedunculata"
"Aznalcazar",24,6,2016,"Lavandula","pedunculata","B1",NA,81,0,0,0,"Lavandula pedunculata"
"Villamanrique_sur",26,6,2016,"Cistus","salviifolius","A1",NA,0,0,2,0,"Cistus salviifolius"
"Villamanrique_sur",26,6,2016,"Cistus","salviifolius","B1",NA,2,0,0,0,"Cistus salviifolius"
"Villamanrique_sur",26,6,2016,"Salvia","rosmarinus","A1",NA,3,3,0,0,"Salvia rosmarinus"
"Villamanrique_sur",26,6,2016,"Salvia","rosmarinus","B1",NA,1,0,0,0,"Salvia rosmarinus"
"Villamanrique_sur",26,6,2016,"Cistus","ladanifer","A1",NA,3,0,0,0,"Cistus ladanifer"
"Villamanrique_sur",26,6,2016,"Cistus","ladanifer","B1",NA,2,0,1,0,"Cistus ladanifer"
"Villamanrique_sur",26,6,2016,"Halimium","halimifolium","A1",NA,5,0,1,0,"Halimium halimifolium"
"Villamanrique_sur",26,6,2016,"Halimium","halimifolium","B1",NA,2,2,0,0,"Halimium halimifolium"
"Convento_de_la_luz",29,6,2016,"Cistus","ladanifer","A1",NA,1,0,1,0,"Cistus ladanifer"
"Convento_de_la_luz",29,6,2016,"Cistus","ladanifer","B1",NA,1,0,0,0,"Cistus ladanifer"
"Convento_de_la_luz",29,6,2016,"Lavandula","pedunculata","A1",NA,131,3,3,0,"Lavandula pedunculata"
"Convento_de_la_luz",29,6,2016,"Lavandula","pedunculata","B1",NA,111,12,0,0,"Lavandula pedunculata"
"Convento_de_la_luz",29,6,2016,"Halimium","halimifolium","A1",NA,11,1,0,0,"Halimium halimifolium"
"Convento_de_la_luz",29,6,2016,"Halimium","halimifolium","B1",NA,2,4,0,4,"Halimium halimifolium"
"Convento_de_la_luz",29,6,2016,"Teucrium","fruticans","A1",NA,0,10,0,0,"Teucrium fruticans"
"Convento_de_la_luz",29,6,2016,"Teucrium","fruticans","B1",NA,5,1,0,0,"Teucrium fruticans"
"Convento_de_la_luz",29,6,2016,"Cistus","salviifolius","A1",NA,2,0,1,0,"Cistus salviifolius"
"Convento_de_la_luz",29,6,2016,"Cistus","salviifolius","B1",NA,0,0,3,1,"Cistus salviifolius"
"Niebla",29,6,2016,"Cistus","ladanifer","A1",NA,1,0,0,0,"Cistus ladanifer"
"Niebla",29,6,2016,"Cistus","ladanifer","B1",NA,3,0,0,0,"Cistus ladanifer"
"Niebla",29,6,2016,"Cistus","crispus","A1",NA,4,1,0,0,"Cistus crispus"
"Niebla",29,6,2016,"Cistus","crispus","B1",NA,4,0,0,1,"Cistus crispus"
"Niebla",29,6,2016,"Lavandula","pedunculata","A1",NA,100,17,0,0,"Lavandula pedunculata"
"Niebla",29,6,2016,"Lavandula","pedunculata","B1",NA,99,20,0,0,"Lavandula pedunculata"
"Niebla",29,6,2016,"Asphodelus","fistulosus","A1",NA,5,3,5,0,"Asphodelus fistulosus"
"Niebla",29,6,2016,"Asphodelus","fistulosus","B1",NA,5,0,12,0,"Asphodelus fistulosus"
"Niebla",29,6,2016,"Cistus","monspeliensis","A1",NA,3,0,0,1,"Cistus monspeliensis"
"Niebla",29,6,2016,"Cistus","monspeliensis","B1",NA,5,0,0,0,"Cistus monspeliensis"
"Bonares",29,6,2016,"Cistus","crispus","A1",NA,8,2,3,0,"Cistus crispus"
"Bonares",29,6,2016,"Cistus","crispus","B1",NA,3,4,1,0,"Cistus crispus"
"Bonares",29,6,2016,"Cistus","salviifolius","A1",NA,1,0,0,0,"Cistus salviifolius"
"Bonares",29,6,2016,"Cistus","salviifolius","B1",NA,1,0,0,0,"Cistus salviifolius"
"Bonares",29,6,2016,"Halimium","calycinum","A1",NA,2,0,0,2,"Halimium calycinum"
"Bonares",29,6,2016,"Cistus","ladanifer","A1",NA,0,0,1,0,"Cistus ladanifer"
"Bonares",29,6,2016,"Lavandula","stoechas","A1",NA,116,13,5,0,"Lavandula stoechas"
"Bonares",29,6,2016,"Lavandula","stoechas","B1",NA,97,9,4,0,"Lavandula stoechas"
"Las_mulas",27,6,2016,"Halimium","halimifolium","A1",NA,2,0,0,0,"Halimium halimifolium"
"Las_mulas",27,6,2016,"Halimium","halimifolium","B1",NA,2,0,2,0,"Halimium halimifolium"
"Las_mulas",27,6,2016,"Cistus","ladanifer","A1",NA,1,0,2,0,"Cistus ladanifer"
"Las_mulas",27,6,2016,"Cistus","ladanifer","B1",NA,3,0,0,0,"Cistus ladanifer"
"Las_mulas",27,6,2016,"Cistus","crispus","A1",NA,8,1,0,1,"Cistus crispus"
"Las_mulas",27,6,2016,"Cistus","crispus","B1",NA,4,2,0,0,"Cistus crispus"
"Las_mulas",27,6,2016,"Lavandula","stoechas","A1",NA,123,9,1,0,"Lavandula stoechas"
"Las_mulas",27,6,2016,"Lavandula","stoechas","B1",NA,102,6,0,0,"Lavandula stoechas"
"Las_mulas",27,6,2016,"Cistus","salviifolius","A1",NA,1,0,3,0,"Cistus salviifolius"
"Las_mulas",27,6,2016,"Cistus","salviifolius","B1",NA,3,0,0,0,"Cistus salviifolius"
"Pinares_de_hinojos",27,6,2016,"Cistus","salviifolius","A1",NA,2,0,0,0,"Cistus salviifolius"
"Pinares_de_hinojos",27,6,2016,"Cistus","salviifolius","B1",NA,2,0,0,0,"Cistus salviifolius"
"Pinares_de_hinojos",27,6,2016,"Cistus","libanotis","A1",NA,5,0,1,0,"Cistus libanotis"
"Pinares_de_hinojos",27,6,2016,"Cistus","libanotis","B1",NA,5,0,0,0,"Cistus libanotis"
"Pinares_de_hinojos",27,6,2016,"Halimium","halimifolium","A1",NA,5,0,0,0,"Halimium halimifolium"
"El_hongo",27,6,2016,"Cistus","salviifolius","A1",NA,4,0,0,0,"Cistus salviifolius"
"El_hongo",27,6,2016,"Cistus","salviifolius","B1",NA,1,0,1,0,"Cistus salviifolius"
"El_hongo",27,6,2016,"Cistus","albidus","A1",NA,2,0,3,0,"Cistus albidus"
"El_hongo",27,6,2016,"Cistus","crispus","A1",NA,0,3,1,0,"Cistus crispus"
"El_hongo",27,6,2016,"Cistus","crispus","B1",NA,1,1,0,0,"Cistus crispus"
"El_hongo",27,6,2016,"Lavandula","stoechas","A1",NA,97,12,0,0,"Lavandula stoechas"
"El_hongo",27,6,2016,"Lavandula","stoechas","B1",NA,113,19,4,0,"Lavandula stoechas"
"Pino_del_cuervo",28,6,2016,"Cistus","ladanifer","A1",NA,1,0,0,0,"Cistus ladanifer"
"Pino_del_cuervo",28,6,2016,"Cistus","ladanifer","B1",NA,0,0,1,0,"Cistus ladanifer"
